Publisher,Author,Grade Level,Lesson No.,Section Title,Subsection,Label,Conversation ID,Speech type,Turn No.,Speaker,Script,Word Count,Position_A,Function_A,Position_B,Function_B,Consistency,Agreement,corpus
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,5,B," Wait, your home address is on the box!",,,,,,,,textbook
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,6,G, I didn't notice that! I should delete the video right away.,,,,,,,,textbook
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,7,B," Yeah, you should be careful not to share personal details like your address or phone number on the Internet.",,,,,,,,textbook
NE,Oh,Common English 2,1,Wrap Up,Listen and Post,G2,SO_C2_L1_WU_LP_01,Dialogue,8,G, You're right. Thanks!,,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,1,B," You seem frustrated, Sally. What's wrong?",,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,2,G," I haven't finished my book report yet, and it's due today.",,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,3,B," Didn't that happen last week, too?",,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,4,G," Yeah, it did.",,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,5,B, What do you think might be causing such problems?,,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,6,G," I struggle to manage my time. I have club meetings to attend and schoolwork to do, but I want some time with my friends, too!",,UI,T1,UI,T1,match,T1,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,7,B," I understand, but you should focus on important tasks first. How about using a scheduling app?",,UI,I1,UI,I1,match,I1,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,8,G, That's a good idea!,,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,9,B, Breaking tasks down into smaller steps also helps.,,,,,,,,textbook
NE,Oh,Common English 2,2,Listen & Speak,Listen In,G2,SO_C2_L2_LS_LI_01,Dialogue,10,G, Thanks for the suggestions!,,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,1,M," Up next, we have Carly joining us from Virginia. Good morning, Carly!",,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,2,W," Hi, Brian! Today, I want to tell you about a program that combines art and safety.",,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,3,M, Interesting. Tell us more!,,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,4,W," Well, studies have shown that drivers don't always slow down at crosswalks. This can be dangerous for people crossing the street, and that's why a special program was created. This program encourages cities to paint colorful murals around crosswalks on busy streets. As a result, crosswalks look nicer and become more visible.",,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,5,M, What a terrific idea! Has it been effective?,,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,6,W, Yes! The number of accidents at crosswalks has been reduced greatly.,,,,,,,,textbook
NE,Oh,Common English 2,2,In Real Life,Listen to the News Report,G2,SO_C2_L2_RL_LN_01,Dialogue,7,M," That's a wonderful story. Thanks, Carly.",,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,1,B," Hey, don't you think this bench looks interesting?",,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,2,G, It does! Why is it designed that way?,,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,3,B, It's a solution to the issue of benches getting wet after it rains.,,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,4,G, How does it work?,,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,5,B," You turn the handle to change the wet surface of the bench into a dry one. That way, you can still sit down on it after it rains.",,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,6,G," What a terrific idea! Hey, it's also convenient because it doesn't have to be cleaned very often.",,,,,,,,textbook
NE,Oh,Common English 2,2,Wrap Up,Listen and Write,G2,SO_C2_L2_WU_LW_01,Dialogue,7,B, That's true!,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,1,B," Hey, Carol! Did you watch the documentary on TV last night?",,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,2,G," No, I didn't. Can you tell me what it was about?",,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,3,B, It was about a hanbok maker. She has been designing traditional hanbok for over 30 years!,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,4,G, Interesting! Why does she focus on traditional styles of hanbok instead of modern styles?,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,5,B, She thinks people need to learn from the past in order to move forward into the future.,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,6,G, That's so true!,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen In,G2,SO_C2_L3_LS_LI_01,Dialogue,7,B, Her designs were really impressive. The skills of traditional artists are truly invaluable.,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,1,G," Jay, are you coming to the fair next weekend?",,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,2,B, Oh! I didn't know there was one.,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,3,G, The community center is hosting a fair to celebrate the traditions of different cultures. People will wear traditional costumes and exhibit traditional crafts.,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,4,B, That sounds like fun!,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,5,G, Yeah. There will also be booths where you can make your own traditional crafts.,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,6,B, Wow! I'm definitely interested! Are you going to participate in the fair?,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,7,G, Yes. I'm going to run a booth with my other Thai friends. Do you want to help us with it?,,,,,,,,textbook
NE,Oh,Common English 2,3,Listen & Speak,Listen and Interact,G2,SO_C2_L3_LS_LA_01,Dialogue,8,B, Sure!,,,,,,,,textbook
NE,Oh,Common English 2,3,In Real Life,Listen to the Travel Show,G2,SO_C2_L3_RL_LT_01,Dialogue,1,M," Singapore is known for its cultural diversity. A good example of this is its hawker centers. They can be found all over the city. At hawker centers, people from different ethnic backgrounds gather to enjoy delicious meals. Just like the people, the food reflects the wide range of diversity within Singapore. Food traditions from China, Malaysia, India, and other countries are passed down.",,,,,,,,textbook
NE,Oh,Common English 2,3,In Real Life,Listen to the Travel Show,G2,SO_C2_L3_RL_LT_01,Dialogue,2,W," Actually, our hawker culture is an essential part of Singapore's cultural heritage. Through our dishes, we share our history and the unique flavors of our culture.",,,,,,,,textbook
NE,Oh,Common English 2,3,In Real Life,Listen to the Travel Show,G2,SO_C2_L3_RL_LT_01,Dialogue,3,M," With over 110 hawker centers spread across Singapore, you won't have any trouble finding one. And the best part? The food prices are affordable!",,,,,,,,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,1,B," Hi, Suji! Do you have plans this weekend?",,,,,,,,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,2,G, I do. I'm going to visit the National Museum of Korea.,,,,,,,,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,3,B," Oh, are there any special exhibitions?",,,,,,,,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,4,G," Yes, there is an exhibition of national treasures. They were taken abroad but have now been returned to Korea.",,UM,T2,UM,T1,mismatch,T2,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,5,B, That's interesting! Can you tell me more about it?,,,,,,,,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,6,G, Sure. The exhibition explains the process of bringing lost treasures back to Korea and preserving them. It is a good opportunity to learn about our history.,,,,,,,,textbook
NE,Oh,Common English 2,3,Wrap Up,Listen and Write,G2,SO_C2_L3_WU_LW_01,Dialogue,7,B, I agree! I should look up more information online about the exhibition.,,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,1,G, Hey! Did you finish writing your research paper?,,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,2,B," I did! I wrote about the ""curb cut effect.""",,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,3,G, What's a curb cut?,,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,4,B, It's the part of the sidewalk that slopes down to the street.,,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,5,G, The part that connects the sidewalk to the road?,,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,6,B," Yes. It was originally designed for wheelchair users, but it benefits others, too.",,UI,T1,UI,T1,match,T1,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,7,G, I'm surprised that it wasn't originally designed for everyone. I find curb cuts very helpful when I ride my bike.,,,,,,,,textbook
NE,Oh,Common English 2,4,Listen & Speak,Listen In,G2,SO_C2_L4_LS_LI_01,Dialogue,8,B," Right! Such changes made to help people with disabilities often benefit everyone. People call this the ""curb cut effect""!",,,,,,,,textbook
NE,Oh,Common English 2,4,In Real Life,Listen to the Interview,G2,SO_C2_L4_RL_LI_01,Dialogue,1,W,"Today, we're talking with Daniel Smith, a volunteer for the Big Buddy program. Welcome, Daniel! Could you explain the program to us?",,,,,,,,textbook
NE,Oh,Common English 2,4,In Real Life,Listen to the Interview,G2,SO_C2_L4_RL_LI_01,Dialogue,2,M,"Sure! It helps teenagers find adult mentors. Its purpose is to encourage supportive relationships between mentors and teenagers. Also, through the program, teenagers can develop their skills. I'm currently mentoring a boy named Jason. He wants help with his social skills, so we decided to join a rock-climbing gym together. While we're there, I help Jason interact with the other climbers, and his conversation skills are already improving. If this sounds interesting to you, then I highly recommend volunteering with the Big Buddy program.",,,,,,,,textbook
NE,Oh,Common English 2,4,In Real Life,Listen to the Interview,G2,SO_C2_L4_RL_LI_01,Dialogue,3,W,"I'm definitely interested. Not only does it benefit the teenagers, but it also creates harmony within the community.",,,,,,conjunction,,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,1,G," Hey, Mario. I heard you volunteered at the community center yesterday.",,,,,,,,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,2,B," Yes, I served meals to the elderly people there.",,,,,,,,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,3,G, How was it?,,,,,,,,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,4,B," At first, I thought the elderly wouldn't be interested in communicating with younger people like me, but I was wrong.",,UI,T1,UI,T1,match,T1,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,5,G, Could you explain what you mean?,,,,,,,,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,6,B," Well, they were actually really curious about my interests, and I also had fun listening to their stories. I learned that I shouldn't assume things about others.",,,,,,,,textbook
NE,Oh,Common English 2,4,Wrap Up,Listen and Discuss,G2,SO_C2_L4_WU_LD_01,Dialogue,7,G, Right. Being open to others is important for making society more inclusive.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L1_PC_1L_01,Dialogue,1,G,I have to give a speech for the class president elections tomorrow.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L1_PC_1L_01,Dialogue,2,B,I know you practiced a lot. You are going to do great.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,3,G,But I get nervous talking in front of many people.,,TI,I1,TI,I1,match,I1,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,4,B,I understand. Try taking a deep breath before you speak.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,5,G,"I tried that before, but it wasn't really helpful.",,UI,T1,UI,T1,match,T1,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,6,B,Then what about making cue cards with keywords? It will help you remember what to say.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,7,G,That's really good advice! Thanks. I feel much better already.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L1_PC_1L_01,Dialogue,8,B,My pleasure. I'm glad to help out.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,1,B,"Ms. Jones, can I talk to you for a minute?",,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,2,W,"Sure, Eric. How can I help you?",,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,3,B,"It's been a month since I moved here, but I'm not adjusting well to my new school.",,UI,T1,UI,T1,match,T1,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,4,W,I'm sorry to hear that. What seems to be the problem?,,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,5,B,I'm having trouble making friends.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,6,W,Why don't you join a club? I'm sure that you'll find friends who have similar interests.,,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,7,B,"I'll try that. Thank you for your advice, Ms. Jones.",,,,,,,,textbook
Donga,Lee,Common English 1,1,Review,A,C1,BL_C1_L1_RE_QA_01,Dialogue,8,W,No problem. I'm glad to help out.,,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L2_PC_1L_01,Dialogue,1,M,"Thanks for coming in for an interview, Stacy. I am a big fan of yours.",,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L2_PC_1L_01,Dialogue,2,W,I'm happy to be here. I love reading your magazine as well.,,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,3,M,"Thank you. As a creator, you seem to have so many ideas for your videos.",,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,4,W,"Well, I do my best. I'm always interested in trying out things that are new and different.",,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,5,M,I wonder where your creativity comes from. ,,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,6,W,"I would say it comes from reading books! Reading is like an adventure, and it helps me come up with creative ideas.",,,,,,,,textbook
Donga,Lee,Common English 1,2,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L2_PC_1L_01,Dialogue,7,M,Fascinating! I wonder what your next video will be about.,,,,,,,,textbook
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,1,B,I wonder why classical music is so popular.,,,,,,,,textbook
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,2,G,"Well, listening to classical music can be relaxing and calming. Don't you agree?",,,,,,,,textbook
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,3,B,"I guess so, but isn't it music for older people?",,UI,I1,UI,I1,match,I1,textbook
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,4,G,"Actually, it appeals to people of all ages. Classical music has fantastic melodies and harmonies.",,,,,,,,textbook
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,5,B,"Hmm, I've never thought of it that way. Maybe I'll give it a try.",,,,,,,,textbook
Donga,Lee,Common English 1,2,Review,A,C1,BL_C1_L2_RE_QA_01,Dialogue,6,G,You should! I'm sure you will enjoy it.,,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L3_PC_1L_01,Dialogue,1,B,"Lily, let's go to the gym. P.E. class is about to start.",,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L3_PC_1L_01,Dialogue,2,G,"I'll catch up later, Minho. I have to put my books in my locker.",,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L3_PC_1L_01,Dialogue,3,B,Okay. Don't forget to turn off the projector before leaving the classroom.,,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L3_PC_1L_01,Dialogue,4,G,Do I have to? We're going to use it for other classes anyway.,,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L3_PC_1L_01,Dialogue,5,B,I heard projectors consume a lot of electricity.,,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L3_PC_1L_01,Dialogue,6,G,Really? I had no idea.,,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L3_PC_1L_01,Dialogue,7,B,We should give more thought to saving energy.,,,,,,,,textbook
Donga,Lee,Common English 1,3,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L3_PC_1L_01,Dialogue,8,G,Okay. I'm going to turn off the projector right now. See you at the gym.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L4_PC_1L_01,Dialogue,1,G,"Minsu, do you have any plans for the weekend?",,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up ,C1,BL_C1_L4_PC_1L_01,Dialogue,2,B,Yes. I'm planning to go to a concert on Saturday.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,3,G,That's great. Whose concert is it?,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,4,B,Matiz. They're my favorite band. I've been waiting to see them in concert for so long.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,5,G,You must be excited.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,6,B,I really am. Are you doing anything special this weekend?,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,7,G,"Well, I'm thinking of checking out the new Hawaiian doughnut shop. It just opened last week.",,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,8,B,Yeah. I heard it's really popular. Let's go together sometime.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Path to Communication,Topic 1_Listen Up,C1,BL_C1_L4_PC_1L_01,Dialogue,9,G,Sounds great. Have fun at the concert.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Review,A,C1,BL_C1_L4_RE_QA_01,Dialogue,1,M,"Allison, how's your history project going?",,,,,,,,textbook
Donga,Lee,Common English 1,4,Review,A,C1,BL_C1_L4_RE_QA_01,Dialogue,2,G,Good. I'm planning to do more research at the museum with Katie.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Review,A,C1,BL_C1_L4_RE_QA_01,Dialogue,3,M,Sounds like a good plan.,,,,,,,,textbook
Donga,Lee,Common English 1,4,Review,A,C1,BL_C1_L4_RE_QA_01,Dialogue,4,G,But I'm worried because I often disagree with her.,,TI,T1,TI,T1,match,T1,textbook
Donga,Lee,Common English 1,4,Review,A,C1,BL_C1_L4_RE_QA_01,Dialogue,5,M,"Well, there will always be people who see things differently from you. I'd like to emphasize that it's important to listen to different points of view and try to understand them.",,,,,,,,textbook
Donga,Lee,Common English 1,4,Review,A,C1,BL_C1_L4_RE_QA_01,Dialogue,6,G,"I guess you're right. Thanks for the advice, Dad.",,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up ,C2,BL_C2_L1_PC_1L_01,Dialogue,1,B,"Stella, have you noticed how much time you spend on your phone every day?",,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up ,C2,BL_C2_L1_PC_1L_01,Dialogue,2,G,"Yeah, Liam. I can't put it down.",,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L1_PC_1L_01,Dialogue,3,B,It's not healthy to spend so much time staring at a screen. Why don't you try putting your phone away for an hour each day?,,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L1_PC_1L_01,Dialogue,4,G,"I'll try, but I'm worried I'll get bored.",,UI,T1,UI,T1,match,T1,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L1_PC_1L_01,Dialogue,5,B,Then why don't you try doing something active instead? Maybe go for a walk or ride a bike.,,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L1_PC_1L_01,Dialogue,6,G,Those are good options. They will help me stay off my phone.,,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L1_PC_1L_01,Dialogue,7,B,"Yeah, and staying active will also keep you fit and healthy.",,,,,,,,textbook
Donga,Lee,Common English 2,1,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L1_PC_1L_01,Dialogue,8,G,Sounds good! I'll give it a try starting today.,,,,,,,,textbook
Donga,Lee,Common English 2,1,Review,A,C2,BL_C2_L1_RE_QA_01,Dialogue,1,M,"Hi, Emily. Your grades in history have been going down. Is everything okay?",,,,,,,,textbook
Donga,Lee,Common English 2,1,Review,A,C2,BL_C2_L1_RE_QA_01,Dialogue,2,G,"Not really, Mr. Jones. The class is too difficult for me.",,,,,,,,textbook
Donga,Lee,Common English 2,1,Review,A,C2,BL_C2_L1_RE_QA_01,Dialogue,3,M,"Well, why don't you join a study group? It's a good way to study history.",,,,,,,,textbook
Donga,Lee,Common English 2,1,Review,A,C2,BL_C2_L1_RE_QA_01,Dialogue,4,G,I don't like studying with other people. I prefer to work alone.,,,,,,,,textbook
Donga,Lee,Common English 2,1,Review,A,C2,BL_C2_L1_RE_QA_01,Dialogue,5,M,"I understand how you feel, but sometimes studying in a group can be an effective way to learn. Why don't you try it out?",,UI,I1,UI,I1,match,I1,textbook
Donga,Lee,Common English 2,1,Review,A,C2,BL_C2_L1_RE_QA_01,Dialogue,6,G,"Okay, I will. Thanks for the suggestion.",,,,,,,,textbook
Donga,Lee,Common English 2,2,Path to Communication,Topic 1_Listen Up ,C2,BL_C2_L2_PC_1L_01,Dialogue,1,M,The next guest on our show is a teenager who's making a positive impact on our city. Please welcome Katie Lee! ,,,,,,,,textbook
Donga,Lee,Common English 2,2,Path to Communication,Topic 1_Listen Up ,C2,BL_C2_L2_PC_1L_01,Dialogue,2,G,Thank you for having me.,,,,,,,,textbook
Donga,Lee,Common English 2,2,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L2_PC_1L_01,Dialogue,3,M,You're volunteering at the Green City Orphanage. How did you get started with that?,,,,,,,,textbook
Donga,Lee,Common English 2,2,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L2_PC_1L_01,Dialogue,4,G,"I started volunteering because it was a school requirement, but now I'm doing it because I want to. It's so rewarding to see the children smile.",,UI,T2,UI,T1,mismatch,T2,textbook
Donga,Lee,Common English 2,2,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L2_PC_1L_01,Dialogue,5,M,That's amazing. Can you tell us about the work you do there?,,,,,,,,textbook
Donga,Lee,Common English 2,2,Path to Communication,Topic 1_Listen Up,C2,BL_C2_L2_PC_1L_01,Dialogue,6,G,I go there once a week and read books to children. I also help prepare food.,,,,,,,,textbook
