speaker,script,position1,function1,position2,function2,match,agreement
*MATT:,,,,,,,
*JULI:,I go through ten,,,,,,
*GARY:,Incredible,,,,,,
*JULI:,Ten to twelve tons of hay a month,,,,,,
*JULI:,Roughly,,,,,,
,ten to twelve thousand dollars a year of hay,,,,,,
*GARY:,You must have been hurting this last season,,,,,,
*GARY:,Hunh,,,,,,
*JULI:,No actually,,,,,,
,my hay supplier was l,,,,,,
*GARY:,How did you do that,,,,,,
*GARY:,I mean it was hard for everybody,,,,,,
*JULI:,I've been buying hay,,,,,,
,I've been buying hay from Bartlett's,,,,,,
,for six years now,,,,,,
*JULI:,and I don't,,,,,,
*JULI:,I'm not his biggest customer,,,,,,
,but I've been real steady and real loyal,UI,T4,UI,T4,MATCH,T4
*GARY:,We had a r,,,,,,
*JULI:,and I've referred him to a lotta people,,,,,,
*JULI:,And um,,,,,,
*GARY:,We had a lotta,,,,,,
,we had a,,,,,,
*JULI:,He kept my hay price,,,,,,
*GARY:,shortage of hay this year,,,,,,
*GARY:,Because of uh,,,,,,
*JULI:,He,,,,,,
*JULI:,Yeah,,,,,,
*GARY:,It was the floods out in,,,,,,
*JULI:,But see he knows how much,TI,T4,TI,T4,MATCH,T4
*JULI:,he buys a lotta hay,,,,,,
,he's a broker,,,,,,
*JULI:,And he buys hay,,,,,,
,And actually I usually get the Wyoming hay,,,,,,
,and it got ruined in the rain,,,,,,
*JULI:,So I was getting West Cliff hay,,,,,,
,which I don't think is quite as good,,,,,,
,it's good,,,,,,
*JULI:,But not quite as good,UI,T3,UI,T1,UNMATCH,T3
*GARY:,Unhunh,,,,,,
*JULI:,But he kept my hay price down to a hundred and twenty five dollars a ton,TI,T4,TI,T4,MATCH,T4
*GARY:,Which is how much,,,,,,
*JULI:,All winter,,,,,,
*JULI:,Delivered and stacked,,,,,,
*GARY:,Wow,,,,,,
*GARY:,l,,,,,,
*JULI:,Which is really good,,,,,,
*GARY:,What does that boil down to per bale,,,,,,
*JULI:,Well he was selling it to other people,,,,,,
,that came and picked it up,,,,,,
,for a hundred and sixty five,,,,,,
*JULI:,A ton,,,,,,
*JULI:,But I get twenty two to twenty five tons at a time,UI,T2,UI,T2,MATCH,T2
*GARY:,,,,,,,
*JULI:,He just brings a semi load in here,,,,,,
*GARY:,I'll bet,,,,,,
*GARY:,What does that boil down to per bale,,,,,,
*JULI:,There's Shiba,,,,,,
*GARY:,Do you know,,,,,,
*GARY:,No,,,,,,
*JULI:,No it,,,,,,
*JULI:,It's roughly,,,,,,
,anywhere from twenty eight to thirty,,,,,,
,um,,,,,,
,bales per ton,,,,,,
*JULI:,But,UI,T1,UI,T4,UNMATCH,T4
,I always buy by the ton,,,,,,
,because then I know how much feed I have,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,You know,,,,,,
,when you buy this much,,,,,,
,you can't go by the bale,,,,,,
*JULI:,It's kinda silly,,,,,,
*GARY:,Yeah,,,,,,
,right,,,,,,
*JULI:,See there's Shiba,,,,,,
*GARY:,Yeah,,,,,,
*GARY:,l,,,,,,
*JULI:,,,,,,,
,l,,,,,,
*GARY:,,,,,,,
*JULI:,,,,,,,
,Are you sleepy,,,,,,
*JULI:,And that's her boyfriend Beamer,,,,,,
*JULI:,He's so,,,,,,
*JULI:,He's so happy,,,,,,
,he thinks he has a whole mare herd now to protect,,,,,,
*GARY:,Alright,,,,,,
*MATT:,Hm,,,,,,
*JULI:,She's been in high heat the last couple days,,,,,,
*MATT:,,,,,,,
*JULI:,He thinks that's wonderful,,,,,,
*GARY:,Shiba's been in heat,,,,,,
*JULI:,Oh yeah,,,,,,
*JULI:,See how she,,,,,,
*JULI:,See what she's doing,,,,,,
*JULI:,Squirting on him,,,,,,
*GARY:,Oh yuck,,,,,,
*JULI:,Miserable old mare,,,,,,
*JULI:,,,,,,,
,He likes it,,,,,,
,This one's in heat too,,,,,,
,and he won't pay any attention to her,,,,,,
,and she's really frustrated,,,,,,
*JULI:,Cause poor mare,,,,,,
,she's been off her feet for two days because,,,,,,
,Beamer rushes the fence,,,,,,
,and bears his teeth,,,,,,
,and,,,,,,
,pins his ears at her,,,,,,
,because he d,,,,,,
*JULI:,He doesn't want her to get next to his mare,,,,,,
*JULI:,He keeps himself between his mare and,,,,,,
,and that one,,,,,,
,who might threaten his mare herd,,,,,,
*GARY:,,,,,,,
*JULI:,He's really a funny character,,,,,,
*JULI:,I give lessons on him too,,,,,,
,he's privately owned but,UI,T1,UI,T1,MATCH,T1
,his owner doesn't ride him much,,,,,,
*JULI:,And he's real gentle,,,,,,
*JULI:,He um,,,,,,
,he was shown out in California,,,,,,
*GARY:,,,,,,,
*JULI:,He,,,,,,
*JULI:,he rides Western English and drives,,,,,,
*JULI:,He pulls a cart,,,,,,
*GARY:,Wow,,,,,,
*JULI:,And he's just as cute as can be,,,,,,
*JULI:,He's a little Morgan,,,,,,
*GARY:,They're identical color aren't they,,,,,,
*JULI:,Unhunh,,,,,,
*JULI:,And she's just sure that this one's going to be it,,,,,,
*JULI:,Actually he's doing better than my stallion,,,,,,
*GARY:,Wow,,,,,,
*JULI:,My stallion can't get it figured out,,,,,,
*JULI:,,,,,,,
*GARY:,,,,,,,
*JULI:,He's only three,,,,,,
*JULI:,And we tried breeding him to a mare the other day,,,,,,
,and she was going out of heat,,,,,,
,wasn't very strong,,,,,,
,And he was just a lot more interested in the Gelding next to her,,,,,,
,and I said,,,,,,
,this is what I need is a gay stallion,,,,,,
*GARY:,,,,,,,
*JULI:,,,,,,,
*MATT:,,,,,,,
*GARY:,l,,,,,,
*JULI:,Oh I said,,,,,,
,l well,,,,,,
,that way at least I don't have to worry about gelding him,,,,,,
*JULI:,And he'll keep his pretty coat,,,,,,
,you know we just won't worry about him,,,,,,
*JULI:,And he's real even tempered but,UI,T4,UI,T4,MATCH,T4
*JULI:,uh We just had his first foal,,,,,,
*JULI:,He did manage to breed my old mare last year,,,,,,
*JULI:,But she's really experienced,UI,T4,UI,T4,MATCH,T4
*JULI:,And I just turned em out to pasture together for three days,,,,,,
,and she was patient with him,,,,,,
*MATT:,Hm,,,,,,
*JULI:,But then he fell in love with her and it was,UI,T4,UI,T4,MATCH,T4
*HORS:,,,,,,,
*JULI:,He was,,,,,,
*JULI:,Um,,,,,,
,what do you call it,,,,,,
*JULI:,He only wanted the one mare,,,,,,
*JULI:,He wouldn't look at any of the others last year,,,,,,
*JULI:,So we didn't get anybody else bred last year,,,,,,
*JULI:,But two is a little young to be asking anything,UI,T4,UI,T4,MATCH,T4
*JULI:,Watch this now,,,,,,
*JULI:,Watch him rush l at her,,,,,,
*JULI:,rush at her,,,,,,
*JULI:,l,,,,,,
*JULI:,See and her buddy,,,,,,
,um,,,,,,
,the reason she's here,,,,,,
,this black mare,,,,,,
,she's here for board and training,,,,,,
,she hadn't been ridden in five years,,,,,,
*JULI:,And her um,,,,,,
,pal of ten ye,,,,,,
,ten years had to be put down a few weeks ago,,,,,,
*JULI:,He just was so crippled up and old and,,,,,,
*GARY:,Mm,,,,,,
*JULI:,suffering and,,,,,,
,she didn't want to keep the mare at home,,,,,,
,after they put the other horse down,,,,,,
,cause she figured she'd get frantic,,,,,,
*JULI:,So she came here to have more friends,,,,,,
*JULI:,To make friends,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Well these are,,,,,,
*GARY:,So what did you do to your arena,,,,,,
*JULI:,Um,,,,,,
,well last year I put in a whole new ring,,,,,,
*JULI:,I spent about three thousand dollars leveling it,,,,,,
*JULI:,Because it wasn't quite level,,,,,,
,I,,,,,,
*JULI:,I'd had it leveled when I moved here,,,,,,
,but it w really wasn't level,UI,T3,UI,T1,UNMATCH,T1
*GARY:,Mhm,,,,,,
*JULI:,And the sand that I had in it uh,,,,,,
*JULI:,There was natural sand in it when I bought the place,,,,,,
,It had all washed down the road,,,,,,
,and I p think Kettle Creek scooped it up and put it in their ring,,,,,,
,So it was hard as a rock,,,,,,
*GARY:,l,,,,,,
*JULI:,And it kept washing out,,,,,,
*JULI:,And it was terrible and,,,,,,
,like riding on asphalt,,,,,,
*JULI:,So,,,,,,
,I had,,,,,,
*GARY:,Well you were probably down to the hardpack,,,,,,
*JULI:,I was down to clay,,,,,,
*GARY:,Mm,,,,,,
*JULI:,And I had Havens come out,,,,,,
,and,,,,,,
*JULI:,with a bulldozer,,,,,,
*JULI:,And he leveled the whole thing,,,,,,
,he took a whole bunch out of this corner you can see,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,And put it down in that corner,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,And,,,,,,
,it just was a lot nicer,,,,,,
*JULI:,And then I had,,,,,,
,three hundred tons of sand brought in and spread laugh,,,,,,
*GARY:,,,,,,,
*JULI:,It was great in the winter time,,,,,,
*JULI:,When it was all frozen,,,,,,
,and I had this much soft stuff on top,,,,,,
*JULI:,but when it thawed,UI,T2,UI,T2,MATCH,T2
,we couldn't ride in it,,,,,,
,it was this deep,,,,,,
*GARY:,Oh,,,,,,
*JULI:,It was horrid,,,,,,
*JULI:,And the horses have had a hard time,,,,,,
*GARY:,Too much,,,,,,
*JULI:,So today,,,,,,
*JULI:,Finally it's been dry enough for Tad to come out and,,,,,,
,and take the rest of the sand off,,,,,,
*JULI:,And I sold it to him,,,,,,
*GARY:,Oh he was taking it out,,,,,,
*JULI:,He was taking it out,,,,,,
*GARY:,Oh okay,,,,,,
,I saw the big dump truck,,,,,,
*JULI:,Yeah,,,,,,
*JULI:,Well,,,,,,
,that was Havens was taking it out,,,,,,
*JULI:,Um,,,,,,
,Orville Havens,,,,,,
*JULI:,and uh his son,,,,,,
*JULI:,Which I can't remember his name,,,,,,
*JULI:,Starts with an el,,,,,,
*JULI:,Lenny or something,,,,,,
*GARY:,And he was taking it to someplace else,,,,,,
*JULI:,Lenny and Orville,,,,,,
*JULI:,He was taking it to one of my students,,,,,,
,who lives on the road behind me,,,,,,
,who put in a ring but didn't have any sand y et,UM,T1,UM,T1,MATCH,T1
*GARY:,Okay,,,,,,
*GARY:,Okay,,,,,,
*JULI:,So she got a great deal,,,,,,
*JULI:,She got about a third of my sand,,,,,,
,that I paid,,,,,,
,twelve or thirteen hundred dollars for delivered,,,,,,
,and she got it a,,,,,,
,got about a third of it,,,,,,
,for about two hundred and fifty bucks,,,,,,
*GARY:,Hey that's good,,,,,,
*JULI:,And so it was a lot cheaper than if she'd bought it,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,cause I only charged her,,,,,,
,a buck,,,,,,
,a buck a ton,,,,,,
,which is what I paid for it,,,,,,
*JULI:,But then I had to pay a lot more to have it hauled in,UI,T4,UI,T4,MATCH,T4
*GARY:,Yeah,,,,,,
*JULI:,The hauling is what costs so much,,,,,,
*JULI:,l,UI,T4,UI,I2,UNMATCH,T4
*GARY:,So uh,,,,,,
,yeah,,,,,,
,you know,,,,,,
,My,,,,,,
,my arena isn't very level,,,,,,
*JULI:,Well it cost her a lot less to level hers,,,,,,
,but it wasn't as big as mine,UI,T1,UI,T1,MATCH,T1
,or as unlevel,,,,,,
*JULI:,This is my tractor,,,,,,
*JULI:,It's masquerading as an Isuzu,,,,,,
*JULI:,But it really is my tractor,UI,T4,UI,T3,UNMATCH,T3
*GARY:,,,,,,,
,Foggy meadows,,,,,,
*JULI:,My handyman did that,,,,,,
*JULI:,I haven't seen him for a while,,,,,,
,I think he quit,,,,,,
*JULI:,And didn't tell me,,,,,,
*JULI:,That's my roommate,,,,,,
*JULI:,One of my roommate's horses is here,,,,,,
,l,UI,T1,UI,T1,MATCH,T1
,he's hiding,,,,,,
*JULI:,And then,,,,,,
,this is the field,,,,,,
*JULI:,This is what we call the witch field,,,,,,
,the mares live out there,,,,,,
,they get turned out there during the day,,,,,,
,and then that's the gelding field,,,,,,
,and my stallion lives out with the geldings,,,,,,
,And Bruge stands here half the day wanting to come in,,,,,,
,and then after he goes in he wants to go out,,,,,,
*GARY:,,,,,,,
*JULI:,He's like a lotta people's children in the winter time,,,,,,
*GARY:,The mare field and the gelding field,,,,,,
*JULI:,And the Chestnut,,,,,,
*JULI:,You see a dark grey on this side,,,,,,
*JULI:,And then a chestnut with his tail to us,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,The chestnut is my stallion,,,,,,
*JULI:,And he's just as mellow as,,,,,,
*JULI:,He's mellower than most geldings,,,,,,
*JULI:,He's a sweetheart,,,,,,
*JULI:,And the mare and baby,,,,,,
,are up the road,,,,,,
,a half mile,,,,,,
,If you go through the gateposts,,,,,,
*JULI:,Th where it says Stray Winds Two,,,,,,
*JULI:,And just go through there and look to your left,,,,,,
,there's a pasture,,,,,,
*JULI:,And I've got the mare and baby up there in a seven acre pasture,,,,,,
*GARY:,Wow,,,,,,
*JULI:,And we've got,,,,,,
*GARY:,l,,,,,,
*JULI:,Right now we're down to twenty horses here,,,,,,
*JULI:,Which is great,,,,,,
*JULI:,And then,,,,,,
,my roommate's old horse is going out to pasture the first of the month too,,,,,,
*JULI:,He's um,,,,,,
,had a real rough year,,,,,,
,he had cancer,,,,,,
,and,,,,,,
,he lost one eye,,,,,,
,and the other eye is going blind,,,,,,
,and this'll probably be his last summer and,,,,,,
*GARY:,Mm,,,,,,
*JULI:,she's not riding him a whole lot,,,,,,
*JULI:,But he's still pretty happy,UI,T1,UI,T1,MATCH,T1
*JULI:,So we'll put him out to pasture and let him eat grass for a summer,,,,,,
,and,,,,,,
,see how he is in the fall,,,,,,
*JULI:,And if he's,,,,,,
,if he's,,,,,,
,looks like he's gonna lose the sight in the other eye totally,,,,,,
,we'll put him down in the fall,,,,,,
*JULI:,I'm not gonna let him wander around blind,,,,,,
*JULI:,It's not fair to him,,,,,,
*JULI:,He's been a grand horse,,,,,,
*JULI:,But none of ours go to the killers at the end of their life,UI,T4,UI,T4,MATCH,T4
*GARY:,Where do they go,,,,,,
*JULI:,They get put down,,,,,,
,and then either buried or just hauled off,,,,,,
*JULI:,But we put em down at home,UI,T2,UI,T4,UNMATCH,T4
*JULI:,I don't,,,,,,
*JULI:,I don't put them through going out to the sale and,,,,,,
,being menh manhandled,,,,,,
,and stuck in semi trucks,,,,,,
,and scared to death at the l end of their lives,,,,,,
*JULI:,I just,,,,,,
*GARY:,Hm,,,,,,
*JULI:,don't believe in that,,,,,,
*JULI:,That's probably why I'll always be poor,,,,,,
*JULI:,But I do a lotta horse rescue,UI,T4,UI,T4?,MATCH,T4
*JULI:,I've bought a lot from the killers,,,,,,
*JULI:,Um,,,,,,
,in fact,,,,,,
,this black horse of my roommate's came from,,,,,,
,he was going to the killer's four years ago,,,,,,
*JULI:,Not this one,,,,,,
*JULI:,The one that is b blind now,,,,,,
*JULI:,And he was considered a killer,,,,,,
*JULI:,An unmanageable,,,,,,
*JULI:,And he's been perfectly lovely,,,,,,
,I give the little kids lessons on him,,,,,,
*GARY:,Hm,,,,,,
*JULI:,So,,,,,,
,I've had him four years,,,,,,
*JULI:,Sold him to my roommate a couple years ago,,,,,,
,it was her second horse,,,,,,
*JULI:,And uh,,,,,,
,they've cleaned up in competitive trail and,,,,,,
,just had a great time and,,,,,,
,fox hunted him and,,,,,,
,He's just real game,,,,,,
*GARY:,Hm,,,,,,
*JULI:,He's a purebred Arabian,,,,,,
*JULI:,All black,,,,,,
*JULI:,And he's just great,,,,,,
*JULI:,And uh,,,,,,
,an nother one I saved from the killers,,,,,,
,three years ago,,,,,,
,the light chestnut with the blond tail swishing at us,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,He's a mustang,,,,,,
*JULI:,And he was four years old going to the killers out at Calhan,,,,,,
,and he was way down on the sales list,,,,,,
,and he was pretty spooky,,,,,,
*JULI:,So I m,,,,,,
*JULI:,I had eight horses at the time,,,,,,
,so I made one of my customers buy him,,,,,,
*JULI:,I said he's l gonna make a wonderful hunt horse,,,,,,
,when he gets broke,,,,,,
*JULI:,,,,,,,
*GARY:,,,,,,,
*JULI:,And he did,,,,,,
*JULI:,And he's absolutely lovely,,,,,,
,and he now belongs to a sixteen year old girl,,,,,,
,who competes him in,,,,,,
,hunter jumper,,,,,,
*GARY:,Gees,,,,,,
*JULI:,l,,,,,,
,and she hunts him,,,,,,
*GARY:,That's great,,,,,,
*JULI:,And she does dressage on him,,,,,,
*JULI:,And he jumps great,,,,,,
,he does dressage,,,,,,
,he does everything you ask him to do,,,,,,
,except drive,,,,,,
*JULI:,We tried driving him laugh,,,,,,
,I used to h h,,,,,,
*GARY:,Driving as in,,,,,,
,putting,,,,,,
*GARY:,loading him,,,,,,
*JULI:,Driving him with a cart,,,,,,
*GARY:,Oh,,,,,,
*GARY:,With a cart,,,,,,
*JULI:,,,,,,,
*GARY:,mean,,,,,,
,making l pull a wagon,,,,,,
*JULI:,Yes,,,,,,
,mak ing him pull a cart,,,,,,
*GARY:,Oh okay,,,,,,
*GARY:,Okay,,,,,,
*JULI:,Well we did all the gr oundwork,,,,,,
*GARY:,l,,,,,,
*JULI:,This horse was doing great on the ground,,,,,,
,we'd harnessed him,,,,,,
,We'd been doing for two years,,,,,,
*JULI:,You know,,,,,,
,let's break this horse to drive,,,,,,
*JULI:,Cause he's part Belgian,,,,,,
*JULI:,He's pretty cute,,,,,,
*JULI:,He's about a quarter Belgian,,,,,,
*JULI:,And he came from around Reno Nevada,,,,,,
*JULI:,And uh,,,,,,
,so we did all the groundwork,,,,,,
,just had a great time with him,,,,,,
,and I had this guy come out that drives Belgians and,,,,,,
,and he was gonna put in fence posts,,,,,,
,but the ground was too frozen,UI,T1,UI,T4,UNMATCH,T4
*JULI:,So,,,,,,
,he said l,,,,,,
,and I told him about this horse,,,,,,
,he said let me see this horse,,,,,,
*JULI:,And he had Belgians,,,,,,
,he said wow,,,,,,
,he does look like a baby Belgian,,,,,,
*JULI:,He's real cute,,,,,,
*JULI:,And he asked me what I'd done to him and,,,,,,
*GARY:,,,,,,,
,Baby Bel,,,,,,
*JULI:,and I said well,,,,,,
,we've done all this groundwork,,,,,,
,we've drug a drag with him,,,,,,
,and he's doing really good,,,,,,
*JULI:,So he put the harness on,,,,,,
,checked it all out for me,,,,,,
,cause I don't know as,,,,,,
,that much about it,,,,,,
,which is why I'd never hooked him to a cart,,,,,,
*JULI:,We just played on the ground,,,,,,
*JULI:,And um,,,,,,
,he said well,,,,,,
,everything's good here,,,,,,
,and he drove him around,,,,,,
,put the drag on him,,,,,,
,he said oh,,,,,,
,this horse is ready to drive,,,,,,
,I said are you sure,,,,,,
*JULI:,I said when this horse spooks laugh,,,,,,
,l,,,,,,
*GARY:,Hm,,,,,,
*JULI:,l,,,,,,
*JULI:,He said l nah,,,,,,
,he's gonna be just fine,,,,,,
*JULI:,He hooked him to the cart,,,,,,
,He got in,,,,,,
,told me let go,,,,,,
,I stepped back two steps,,,,,,
,the horse took two steps,,,,,,
,bucked,,,,,,
,kicked the guy out of the cart,,,,,,
,took off,,,,,,
,the barn door was open,,,,,,
*JULI:,This used to be set up a little differently,,,,,,
*JULI:,Um,,,,,,
*GARY:,,,,,,,
*JULI:,this fence went straight across and,,,,,,
,this was one big field,,,,,,
*JULI:,And I had a different gate,,,,,,
*JULI:,Because,,,,,,
,he destroyed it,,,,,,
*JULI:,He came laugh out laugh the end of the barn,,,,,,
,jumped a four and a half foot gate,,,,,,
*GARY:,,,,,,,
*JULI:,The cart of course,,,,,,
,smashed the gate,,,,,,
*JULI:,And he went tearing around this whole field,,,,,,
,with all the other horses in here,,,,,,
,for probably ten minutes,,,,,,
*JULI:,And he jumped,,,,,,
*GARY:,With paraphernalia,,,,,,
,probably straps hanging to him,,,,,,
,right,,,,,,
*JULI:,No,,,,,,
*JULI:,The cart was still attached,,,,,,
*GARY:,,,,,,,
*JULI:,l,,,,,,
*GARY:,l,,,,,,
*GARY:,Gee laugh,,,,,,
*JULI:,The c uh the cart went through the gate,,,,,,
,knocked the gate flat,,,,,,
*GARY:,,,,,,,
*JULI:,I,,,,,,
*JULI:,It was one of the aluminum type type gates,,,,,,
*GARY:,,,,,,,
*JULI:,like that little one,,,,,,
*GARY:,,,,,,,
*JULI:,Only it was the big one,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,And it was flat,,,,,,
,it was mushed,,,,,,
,that's why I had to get a new gate,,,,,,
*JULI:,And uh,,,,,,
*GARY:,Incredible,,,,,,
*JULI:,well I've replaced fences since then,,,,,,
*JULI:,But he went tearing around,UI,T4,UI,T4,MATCH,T4
,scared all the other horses to death,,,,,,
,and there was a section down there which,,,,,,
,used to be a part of a fence,,,,,,
,You can see it,,,,,,
*JULI:,See the part tha,,,,,,
*JULI:,It just makes kind of a upside down U,,,,,,
*GARY:,Yeah,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,He jumped that with the cart too,,,,,,
,and knocked it over,,,,,,
,I mean,,,,,,
,he cleared it,,,,,,
*JULI:,But the cart knocked it over,UI,T4,UI,T3,UNMATCH,T3
*JULI:,And sent that all flying,,,,,,
*JULI:,And finally the cart's wheels got smashed enough,,,,,,
,that it just wasn't dragging too well anymore laugh,,,,,,
,l dead weight,,,,,,
*JULI:,And he fi,,,,,,
,he stopped up on top of this hill,,,,,,
,and I was going holy cow,,,,,,
*GARY:,Golly day,,,,,,
*JULI:,And in the meantime,,,,,,
,I had a little mini about this big that was out there,,,,,,
,and he got trampled by the other horses,,,,,,
*JULI:,He was okay,,,,,,
*GARY:,Mm,,,,,,
*JULI:,He was on Bute for a couple days,,,,FALSE,,
*JULI:,And he liked it,,,,,,
*JULI:,Real strange,,,,,,
*JULI:,l,,,,FALSE,,
*JULI:,,,,,,,
,,,,,,,
,All other horses hate it,,,,,,
*JULI:,But he got tram,UI,T4,UI,T4,MATCH,T4
*JULI:,He had hoof prints on his shoulder and ribs,,,,,,
*JULI:,And another horse,,,,,,
,was permanently lame after th,,,,,,
*JULI:,He was,,,,,,
,borderline lame anyway,,,,,,
,he was doing walk trot and that's all,,,,,,
,an old lame Appaloosa,,,,,,
,but he broke a bone in his foot,UI,T4,UI,T4,MATCH,T4
*JULI:,He just,,,,,,
*JULI:,He made a sharp turn,,,,,,
*JULI:,On the hill,,,,,,
,and just,,,,,,
*JULI:,He broke off a piece of his side bone,,,,,,
*JULI:,So he's retired totally now,,,,,,
*JULI:,Just getting fat and not working,,,,,,
*GARY:,Mm,,,,,,
*JULI:,And uh,,,,,,
,but,UI,I2,UI,I2,MATCH,I2
*GARY:,So much for uh carts,,,,,,
*JULI:,I walked up there,,,,,,
,and laugh,,,,,,
,hoping he wouldn't run over me,,,,,,
,with what was left of the cart laugh,,,,,,
*JULI:,And I took a knife with me,,,,,,
,and I was a,,,,,,
*JULI:,And I didn't have to use it,,,,,,
,I was able to just unhook everything pretty quick,,,,,,
,and let him out of the shafts,,,,,,
*JULI:,And um,,,,,,
,he h,,,,,,
*JULI:,The only injury he had,,,,,,
,And part of the time the shafts,,,,,,
,and it's a metal cart,,,,,,
,the shaft was under his belly,,,,,,
,and in between his front legs,,,,,,
,and I thought,,,,,,
,he's gonna tear himself apart,,,,,,
*GARY:,Mm,,,,,,
*JULI:,Not a mark on his hind legs,,,,,,
*JULI:,He had a puncture wound on the back of his forearm here,,,,,,
,Small tiny puncture wound,,,,,,
*JULI:,But it swelled up like that,UI,T1,UI,T1,MATCH,T1
*JULI:,He did a lotta bruising and muscle damage,,,,,,
*GARY:,Mm,,,,,,
*JULI:,And um,,,,,,
,the vet happened to be out,,,,,,
,l I think he was,,,,,,
*JULI:,He came out about an hour laugh la laugh ter laugh,,,,,,
,and I showed him what had happened,,,,,,
,and he said l,,,,,,
,he'll be out for six weeks,,,,,,
*JULI:,Which was the b rest of the hunt season,,,,,,
*JULI:,He hunted two weekends later,,,,,,
,and was never ever lame,,,,,,
*GARY:,,,,,,,
*JULI:,Never lame,,,,,,
*JULI:,He's really tough,,,,,,
*JULI:,And for three weeks,,,,,,
*GARY:,Hi,,,,,,
*JACK:,l,,,,,,
*JULI:,after I took,,,,,,
*JULI:,after that,,,,,,
*JULI:,When I take the cay hay cart out,,,,,,
*JULI:,To feed the horses,,,,,,
*JULI:,They'd all run and scare and spook,,,,,,
*GARY:,,,,,,,
*JULI:,Cause it sounded just like that pony laugh cart laugh,,,,,,
*GARY:,I'll be darned,,,,,,
*GARY:,I tell you what,,,,,,
*JACK:,When do you need to go,,,,,,
*GARY:,Forget that cart,,,,,,
*JULI:,I don't need,,,,,,
*JULI:,Oh,,,,,,
*JULI:,Um,,,,,,
,shoot,,,,,,
*JULI:,I need to go now,,,,,,
*JACK:,Okay,,,,,,
*JULI:,Okay,,,,,,
*JACK:,I'm just gonna put this away,,,,,,
*JACK:,I'll just ride Canso tomorrow,,,,,,
*JULI:,Okay,,,,,,
*JACK:,Um,,,,,,
,I can stay after the lesson and work some,,,,,,
*JULI:,Alright,,,,,,
*JULI:,God I didn't know it was so late,,,,,,
*JACK:,It's okay,,,,,,
*JULI:,but I have to go,TI,T1,TI,T4,UNMATCH,T1
*JULI:,That's right,,,,,,
*JULI:,Anyway,,,,,,
*JULI:,This is my barn,,,,,,
*GARY:,Okay,,,,,,
*JULI:,l then I have another barn down here and,,,,,,
*JACK:,This is her barn,,,,,,
*JULI:,and,,,,,,
,These are the turn outs,,,,,,
,there's only five and a half acres,,,,,,
*JULI:,But it's pretty well arranged,UI,T1,UI,T1,MATCH,T1
*JACK:,I'm her slave laugh,,,,,,
*JULI:,This is my slave for the summer,,,,,,
*GARY:,You're her slave,,,,,,
,oh alright,,,,,,
,that's good,,,,,,
*JACK:,,,,,,,
*JULI:,There's a tack room,,,,,,
,oh you did great slave,,,,,,
*JACK:,l look good,,,,,,
*JULI:,it looks won derful,,,,,,
*GARY:,Wow,,,,,,
*GARY:,you did that,,,,,,
*JACK:,My name is Jackie,,,,,,
*JULI:,she cleaned it,,,,,,
*JACK:,it's not really slave,,,,,,
*JULI:,This is Jackie,,,,,,
*GARY:,Hi,,,,,,
,Jackie slave,,,,,,
*GARY:,Alright,,,,,,
*JULI:,This,,,,,,
*JACK:,Yeah,,,,,,
*GARY:,That looks nice,,,,,,
*JACK:,l,,,,,,
*GARY:,My wife wants a a tack room,,,,,,
*JULI:,This is Matt,,,,,,
,and this is,,,,,,
,I'm sorry,,,,,,
*GARY:,Gary,,,,,,
*JULI:,Gary,,,,,,
*JACK:,Hi,,,,,,
*JULI:,This is Gary Lavelle,,,,,,
*GARY:,l,,,,,,
*JULI:,This is,,,,,,
*GARY:,Right,,,,,,
,Jamie's husband,,,,,,
,that I bought the pony from,,,,,,
*JACK:,Oh okay,,,,,,
*JACK:,She's looking good,,,,,,
*GARY:,Wow,,,,,,
*GARY:,My wife wants one of these,,,,,,
*JACK:,,,,,,,
*JULI:,I have two,,,,,,
*JULI:,But I can't s,UI,T1,UI,T1,MATCH,T1
*JULI:,I have three,,,,,,
*JACK:,Three,,,,,,
*JULI:,And I can't spare them,,,,,,
*JULI:,I forgot,,,,,,
*JULI:,There's another tack room outside,,,,,,
*GARY:,That's nice,,,,,,
*JACK:,Well,,,,,,
*JULI:,And this is,,,,,,
*JACK:,no it,,,,,,
*JACK:,It would n't lo ok right if this lef t,,,,,,
*GARY:,What do you use to put your,,,,,,
*GARY:,put your uh,,,,,,
,these are real,,,,,,
*JACK:,I'm gonna p,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Saddleracks,,,,,,
*GARY:,Those are real racks,,,,,,
*JULI:,Yeah,,,,,,
,they're only about twelve bucks apiece,,,,,,
*GARY:,We have uh,,,,,,
,a triple rack,,,,,,
*JULI:,Mhm,,,,,,
*GARY:,But I haven't hooked it up yet,TI,T1,TI,T1,MATCH,T1
*GARY:,Since we moved,,,,,,
*JACK:,If you want me to do that lesson sched ule for you,,,,,,
*JULI:,And it's only been three years a,,,,,,
*JULI:,Yeah,,,,,,
,maybe you can do that,,,,,,
