speaker,script,position1,function1,position2,function2,match,agreement
*SEAN:,Mineral water,,,,,,
,root beer,,,,,,
,diet soda,,,,,,
,or um,,,,,,
,kinda strawberry so soda,,,,,,
*ALIC:,How about regular water,,,,,,
*FRAN:,I think re um,,,,,,
,mineral water is what I want,,,,,,
*SEAN:,Okay,,,,,,
*ALIC:,Regular water,,,,,,
,do you have that,,,,,,
*SEAN:,Yep,,,,,,
*SEAN:,Oh we have lots of that,,,,,,
*FRAN:,Sean,,,,,,
,I'm looking at all the paintings around,,,,,,
,it's wonderful to see your work,,,,,,
,uh,,,,,,
*SEAN:,Thank you,,,,,,
*FRAN:,I particularly like this one,,,,,,
*FRAN:,There's something,,,,,,
,that makes it,,,,,,
,That feels almost Japanese about it,,,,,,
*SEAN:,What,,,,,,
*ALIC:,Whole year,,,,,,
*FRAN:,This almost feels Japanese,,,,,,
*SEAN:,,,,,,,
,Oh,,,,,,
,that one goes with,,,,,,
*SEAN:,That's um,,,,,,
,um,,,,,,
,God,,,,,,
,Isis and Osiris,,,,,,
*SEAN:,Osiris,,,,,,
*FRAN:,Mm,,,,,,
*SEAN:,and,,,,,,
,and,,,,,,
,with his fourteen pieces cut up,,,,,,
,and Isis,,,,,,
*FRAN:,Mm,,,,,,
*SEAN:,But there is a Japanese,TI,T4,TI,T4,MATCH,T4
,because this,,,,,,
,These were um,,,,,,
,old temple hangings,,,,,,
*FRAN:,,,,,,,
*FRAN:,Oh,,,,,,
*SEAN:,That I c uh that I cut up,,,,,,
*FRAN:,Okay,,,,,,
*SEAN:,Yep,,,,,,
*ALIC:,Oh wow,,,,,,
*ALIC:,That's good ,,,,,,
*FRAN:,You cut up the temple hanging you barbarian,,,,,,
*BERN:,They were,,,,,,
*SEAN:,Well,,,,,,
*BERN:,They started falling apart,,,,,,
*SEAN:,They had fallen apart Fran,,,,,,
*FRAN:,,,,,,,
,,,,,,,
,You actually saved them,,,,,,
*SEAN:,I,,,,,,
*ALIC:,Right,,,,,,
*BERN:,Yes,,,,,,
*SEAN:,I had tried to,,,,,,
*SEAN:,I have em in some pillows,,,,,,
,and the pillows had finally had it,,,,,,
,and I thought,,,,,,
,you know,,,,,,
,this is it,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,Recycling,,,,,,
*ALIC:,Yes,,,,,,
*FRAN:,Now Bernard,,,,,,
,some of your work is around too,,,,,,
*BERN:,Well there's a couple sculptures here,,,,,,
*SEAN:,Those heads,,,,,,
*FRAN:,Yes I see,,,,,,
*SEAN:,they're Bernard's,,,,,,
*ALIC:,I love this,,,,,,
*FRAN:,Yes,,,,,,
,They're wonderful,,,,,,
*ALIC:,I love that,,,,,,
*FRAN:,You know Bernard,,,,,,
,I hope you aren't disappointed when you go to pick up those two bits,,,,,,
,that are left,,,,,,
,of the sculpture,,,,,,
*BERN:,I won't be,,,,,,
*FRAN:,You know,,,,,,
,but,UI,T4,UI,T1,UNMATCH,T4
,they'll be nice yard ornaments,,,,,,
*BERN:,Sure,,,,,,
*BERN:,And,,,,,,
*SEAN:,What do you want to drink Bernard,,,,,,
*BERN:,I'm gonna have water also,,,,,,
*BERN:,But,TF,I2,TF,I2,MATCH,I2
*SEAN:,Fizzy or,,,,,,
*ALIC:,Well how long,,,,,,
*ALIC:,When are you gonna be here till ,,,,,,
*BERN:,Fizzy,,,,,,
*SEAN:,Okay,,,,,,
*FRAN:,I'll be here till Wednesday,,,,,,
*ALIC:,Oh,,,,,,
,just a few days,,,,,,
*FRAN:,Well I've been here for,,,,,,
,since,,,,,,
*FRAN:,I'll I will have been here two full weeks,,,,,,
*FRAN:,By the time I leave,,,,,,
*FRAN:,Um,,,,,,
,but I've just been real busy with,UI,T4,UI,T4,MATCH,T4
,with this chore I was taking care of while I was here,,,,,,
*ALIC:,Oh,,,,,,
*FRAN:,So,,,,,,
,I was emptying a storeroom,,,,,,
,and shipping some things back east,,,,,,
*SEAN:,Her her brother was Jerrod Laker,,,,,,
,the one I took care of,,,,,,
*ALIC:,Oh yeah,,,,,,
*SEAN:,And she's been sending his things back,,,,,,
*SEAN:,He had her brother had a lotta things,,,,,,
*SEAN:,,,,,,,
*FRAN:,Yeah,,,,,,
,he had a bunch of stuff,,,,,,
*ALIC:,With,,,,,,
*ALIC:,He,,,,,,
*ALIC:,He worked for um,,,,,,
,Benny Keller,,,,,,
*SEAN:,Yeah,,,,,,
*FRAN:,For years,,,,,,
*FRAN:,Yes,,,,,,
*ALIC:,Yeah I kne,,,,,,
*ALIC:,I know him,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,I did,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,That's your brother,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,Oh no,,,,,,
*FRAN:,Yeah,,,,,,
*FRAN:,So,,,,,,
,his little private collection,,,,,,
*SEAN:,can you open drawer please,,,,,,
*ALIC:,So you I,,,,,,
*SEAN:,,,,,,,
*FRAN:,I'm sending back,,,,,,
,and it sounds,,,,,,
,you know,,,,,,
,to use the word collection sounds very grand,,,,,,
*SEAN:,,,,,,,
*FRAN:,but it's just really a bunch of,UI,T1,UI,T1,MATCH,T1
*SEAN:,,,,,,,
*BERN:,put this in a plastic bag,,,,,,
*ALIC:,His personal stuff,,,,,,
*FRAN:,Yeah,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,He's your only brother,,,,,,
*SEAN:,Is the whole ice box gonna smell ,,,,,,
*FRAN:,Yes,,,,,,
,and we were very close,,,,,,
*FRAN:,So,,,,,,
,it was uh,,,,,,
*SEAN:,I have a little one right here I think,,,,,,
*FRAN:,sad thing for me,,,,,,
,to lose him but,UI,T4,UI,T4,MATCH,T4
,Sean is marvellous,,,,,,
*FRAN:,Looking after him,,,,,,
*FRAN:,And a fellow named Bob Butler also,,,FALSE,,,
*SEAN:,How strong is this,,,,,,
*FRAN:,I don't know if you know,,,,,,
*ALIC:,I know Bob,,,,,,
*FRAN:,Yeah,,,,,,
*FRAN:,They were absolute angels,,,,,,
*ALIC:,Wow,,,,,,
*FRAN:,So,,,,,,
*ALIC:,When was that,,,,,,
*ALIC:,Two years ago,,,,,,
*FRAN:,No,,,,,,
*FRAN:,It's actually quite a while now,,,,,,
*SEAN:,Mm,,,,,,
*FRAN:,It's four years,,,,,,
*X:,four years,,,,,,
*FRAN:,Yeah,,,,,,
,it's astounding to me that it's that length of time,,,,,,
*ALIC:,And his stuff was put in storage,,,,,,
*FRAN:,Hmm,,,,,,
*SEAN:,Okay,,,,,,
*BERN:,I'll wait with that and ,,,,,,
*FRAN:,Yeah I just couldn't believe,,,,,,
*BERN:,Help you out,,,,,,
*SEAN:,Sure,,,,,,
*ALIC:,Oh wow,,,,,,
*SEAN:,Um,,,,,,
*FRAN:,For one thing,,,,,,
,I had uh,,,,,,
*SEAN:,You bring the plates,,,,,,
*FRAN:,such a tiny apartment,,,,,,
*FRAN:,Um,,,,,,
,when we went back to New York,,,,,,
,um,,,,,,
,I had kept a studio there,,,,,,
*FRAN:,And of course,,,,,,
,that was small and,,,,,,
,and then,,,,,,
,we found another studio,,,,,,
,in uh,,,,,,
,in our neighborhood,,,,,,
,that we liked,,,,,,
,in the Village,,,,,,
,and we moved into that,,,,,,
,and we just got so busy,,,,,,
,we didn't get around to moving into a real apartment,,,,,,
*SEAN:,Mm,,,,,,
*FRAN:,until this past year,,,,,,
*FRAN:,So that's why I'm doing it now,,,,,,
*SEAN:,This is alright ,,,,,,
*FRAN:,But I also know,TI,T4,TI,T4,MATCH,T4
,that I wasn't really ready to do it until now,,,,,,
*FRAN:,So,,,,,,
*FRAN:,You know,,,,,,
,but it's okay now,UI,T4,UI,T2,UNMATCH,T2
*ALIC:,Yeah,,,,,,
,you know I take care of people's estates,,,,,,
,and my,,,,,,
*ALIC:,my garage is filled with dead people's things,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,That,,,,,,
,I don't,,,,,,
*ALIC:,I wanna toss em,,,,,,
*ALIC:,But it just,UI,T4,UI,T1,UNMATCH,T4
*ALIC:,Maybe worth something,,,,,,
,maybe somebody'll surface,,,,,,
,so I have like four years' worth now,,,,,,
*ALIC:,of,,,,,,
,well,,,,,,
*ALIC:,you know,,,,,,
,an antique mirror,,,,,,
,just,,,,,,
*ALIC:,And every once in a while somebody'll show up and say,,,,,,
,do you know where such and such is ,,,,,,
*ALIC:,And I'll say,,,,,,
,I've got that,,,,,,
*ALIC:,and I'll hand it to em,,,,,,
*ALIC:,and they're ,,,,,,
,I mean that just happened to me,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,a few weeks ago,,,,,,
*FRAN:,They're excited and happy,,,,,,
*ALIC:,Mhm,,,,,,
*FRAN:,Yeah,,,,,,
*FRAN:,that's great,,,,,,
*ALIC:,And,,,,,,
,But it's stuff,UI,I1,UI,I1,MATCH,I1
*FRAN:,Yeah,,,,,,
*ALIC:,And so,,,,,,
,I don't wanna feel discouraged,,,,,,
,cause like I'm the only one,,,,,,
*BERN:,Oh yeah it's,,,,,,
,getting,,,,,,
*ALIC:,I'm in charge of this,,,,,,
,and so,,,,,,
*SEAN:,Okay ladies,,,,,,
*ALIC:,You know what I mean,,,,,,
*SEAN:,Dinner,,,,,,
*FRAN:,It smells divine,,,,,,
*ALIC:,Oo,,,,,,
*BERN:,It is,,,,,,
*FRAN:,Where should we sit,,,,,,
*ALIC:,,,,,,,
*SEAN:,Fran,,,,,,
*ALIC:,Hey,,,,,,
,wait wait,,,,,,
*SEAN:,Alice,,,,,,
*BERN:,Oh yes,,,,,,
*FRAN:,Did you say Fran,,,,,,
*ALIC:,I don't know,,,,,,
,I don't know if this is working,,,,,,
*SEAN:,Yes,,,,,,
*ALIC:,I ha don't even have a clue,,,,,,
*FRAN:,Oh,,,,,,
,heaven,,,,,,
*ALIC:,It should be going up,,,,,,
*BERN:,Where's the microphone,,,,,,
*ALIC:,This red one,,,,,,
*ALIC:,Here,,,,,,
*ALIC:,I'm not a mechanical Sean,,,,,,
*SEAN:,It's a Sean concoction,,,,,,
*ALIC:,It's,,,,,,
*ALIC:,Looks like it's going too fast to be recording,,,,,,
*FRAN:,What is it,,,,,,
*BERN:,No,,,,,,
,that looks right,,,,,,
*FRAN:,Oh trust the machinery,,,,,,
*ALIC:,It,,,,,,
*ALIC:,I don't,,,,,,
*SEAN:,If it didn't it didn't,,,,,,
*FRAN:,Oh this is great,,,,,,
*SEAN:,Hey,,,,,,
*FRAN:,I just got the same fabric,,,,,,
*ALIC:,Where do I sit,,,,,,
*ALIC:,Here,,,,,,
*SEAN:,Here,,,,,,
*ALIC:,I should turn,,,,,,
*FRAN:,to do dining room chairs,,,,,,
*ALIC:,I have to see this,,,,,,
*SEAN:,You're kidding,,,,,,
*FRAN:,I'm serious,,,,,,
*FRAN:,I did it in navy,,,,,,
*SEAN:,Unhunh,,,,,,
*FRAN:,and gold,,,,,,
*SEAN:,I looked at the navy,,,,,,
*FRAN:,and,,,,,,
*ALIC:,Oh wow,,,,,,
*FRAN:,uh,,,,,,
,because,,,,,,
,I had another fabric,,,,,,
,it's uh,,,,,,
,it's a gorgeous blue with gold beads,,,,,,
*BERN:,Do you need to scoot,,,,,,
*ALIC:,Wow this is great,,,,,,
*FRAN:,and I wanted to mix the two fabrics,,,,,,
*FRAN:,And the red didn't work with it,,,,,,
*BERN:,Yeah,,,,,,
*SEAN:,Well I first had a,,,,,,
*FRAN:,Cause I fell in love with the re d,,,,,,
*SEAN:,a kind of a,,,,,,
,flower fabric,,,,,,
,that I ha put on these,,,,,,
*FRAN:,Unhunh,,,,,,
*SEAN:,It,,,,,,
*SEAN:,The chair's died,,,,,,
*BERN:,It was horrible,,,,,,
*BERN:,Yeah,,,,,,
*FRAN:,Yeah,,,,,,
*SEAN:,And so I went to the design center,,,,,,
,and I went to all the places,,,,,,
,and,,,,,,
,that was the one,,,,,,
*FRAN:,Yeah,,,,,,
*ALIC:,Why do we have to look at the one I'm uh on ,,,,,,
*ALIC:,,,,,,,
*BERN:,,,,,,,
*FRAN:,,,,,,,
,,,,,,,
*BERN:,,,,,,,
*ALIC:,,,,,,,
*FRAN:,Because you're the s,,,,,,
*FRAN:,you're you're the slimmest,,,,,,
,and show the most cu uh,,,,,,
*ALIC:,Oh,,,,,,
,chair,,,,,,
*FRAN:,cushion cleft,,,,,,
*ALIC:,Okay,,,,,,
,that was cool,,,,,,
*FRAN:,Right,,,,,,
*BERN:,Cheers everybody,,,,,,
*BERN:,here's to ,,,,,,
*ALIC:,Cheers cheers,,,,,,
*FRAN:,Cheers,,,,,,
*FRAN:,cheers,,,,,,
*BERN:,Cheers,,,,,,
*SEAN:,It's nice to see you Fran,,,,,,
*FRAN:,Lovely to be here,,,,,,
*X:,,,,,,,
*ALIC:,I didn't realize that you had such a close connection,,,,,,
*ALIC:,That you,,,,,,
*SEAN:,Oh yeah,,,,,,
*ALIC:,I didn't get that,,,,,,
*SEAN:,We took care of Jerrod,,,,,,
,and that's when we really,,,,,,
*SEAN:,Well,,,,,,
,we had heard of Fran,,,,,,
*FRAN:,That's when I really got to meet em,,,,,,
*SEAN:,for a long time from Jerrod,,,,,,
,and,,,,,,
,but that's how we really met,UI,T4,UI,T4,MATCH,T4
*ALIC:,Brother and sister,,,,,,
*BERN:,I thought he just made it up,,,,,,
*SEAN:,And then she's come,,,,,,
*FRAN:,His faux sister,,,,,,
*SEAN:,almost every year,,,,,,
*BERN:,Yes,,,,,,
*FRAN:,His fantasy sister,,,,,,
*BERN:,Right,,,,,,
*FRAN:,Well I used to come out here,,,,,,
*ALIC:,to see your brother,,,,,,
*FRAN:,with great regularity,,,,,,
*FRAN:,I mean,,,,,,
,I was out here about every year,,,,,,
*ALIC:,Don't you love it out here,,,,,,
,don't you love it,,,,,,
*FRAN:,I do,,,,,,
,I adore it,,,,,,
*ALIC:,This is,,,,,,
*ALIC:,Wouldn't this be in the top three of,,,,,,
*FRAN:,This would be,,,,,,
,if,,,,,,
*FRAN:,Were l going to leave New York,,,,,,
*FRAN:,This would definitely be,,,,,,
,I think this would be my second choice,,,,,,
*FRAN:,And,,,,,,
,the other thing I would maybe do is,,,,,,
,go back to New Orleans,,,,,,
*FRAN:,But then like,UI,T4,UI,T4,MATCH,T4
,I don't know,,,,,,
*SEAN:,New Orleans,,,,,,
*FRAN:,maybe come here in the summer or something,,,,,,
*FRAN:,Because,,,,,,
,it's just beastly there in the summer,,,,,,
*FRAN:,You know,,,,,,
,but this is definitely,UI,T4,UI,T2,UNMATCH,T4
,and,,,,,,
,oddly enough,,,,,,
,do you know where else I might go,,,,,,
*FRAN:,Buffalo New York,,,,,,
*FRAN:,Is a wonderful city,,,,,,
*BERN:,I've heard,,,,,,
*FRAN:,It has,,,,,,
*ALIC:,Buffalo,,,,,,
*SEAN:,I was on the radio there today,,,,,,
*FRAN:,You were,,,,,,
*SEAN:,Yes,,,,,,
*FRAN:,Oh wow,,,,,,
*SEAN:,Doubleu,,,,,,
*SEAN:,it was,,,,,,
*SEAN:,I don't know what it was,,,,,,
*X:,,,,,,,
*FRAN:,Unhunh,,,,,,
*SEAN:,At two forty five,,,,,,
*SEAN:,Five forty five there,,,,,,
*SEAN:,Somebody's show,,,,,,
*SEAN:,Mhm,,,,,,
*SEAN:,Was raining there,,,,,,
*FRAN:,It was,,,,,,
*SEAN:,Mhm,,,,,,
*FRAN:,Oh,,,,,,
*ALIC:,Sean this is great,,,,,,
*FRAN:,Well it's a good day for people to be indoors lis tening to the radio,,,,,,
*BERN:,Buffalo uh,,,,,,
*SEAN:,Is that where Linda's from,,,,,,
*FRAN:,Linda's from Cor ning,,,,,,
*BERN:,Or is she up farther,,,,,,
*BERN:,Up farther,,,,,,
*FRAN:,which is uh not too far away,,,,,,
*FRAN:,But it's in the s,UI,T3,UI,T3,MATCH,T3
*BERN:,,,,,,,
*FRAN:,in the same general area,,,,,,
*SEAN:,Mm,,,,,,
*SEAN:,came out good,,,,,,
*ALIC:,It's great,,,,,,
*FRAN:,Mm,,,,,,
*FRAN:,Is this,,,,,,
*FRAN:,We,,,,,,
*FRAN:,This looks like something we used to call grillades,,,,,,
*FRAN:,In New in New Orleans,,,,,,
*FRAN:,What is it,,,,,,
*SEAN:,Grillades,,,,,,
*SEAN:,Hunh,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,This is red beans and rice,,,,,,
,with some steak,,,,,,
*FRAN:,Unhunh,,,,,,
*SEAN:,and um,,,,,,
,green and and red peppers cut up,,,,,,
*FRAN:,It's delicious,,,,,,
*BERN:,It is delicious Sean,,,,,,
*ALIC:,Mm,,,,,,
*ALIC:,It's great,,,,,,
*BERN:,,,,,,,
*FRAN:,Did you invent this,,,,,,
*FRAN:,Cause it's very like a New Orleans recipe,,,,,,
*SEAN:,Mhm,,,,,,
*SEAN:,I invented it ,,,,,,
*ALIC:,Mhm,,,,,,
*FRAN:,Mm,,,,,,
*FRAN:,Wonderful,,,,,,
*SEAN:,l I had red beans and rice,,,,,,
,for dinner,,,,,,
,last week,,,,,,
,and it was so great,,,,,,
,and I thought,,,,,,
,I could make this for a dinner party,,,,,,
*ALIC:,Yeah,,,,,,
,what can I,,,,,,
*ALIC:,You know,,,,,,
*SEAN:,And just,,,,,,
*SEAN:,And I'll just add to it,,,,,,
,and,,,,,,
,that's what I like,,,,,,
*SEAN:,Is to add,,,,,,
*FRAN:,And jazz it up,,,,,,
*SEAN:,I couldn't really follow a recipe,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,I mean I could but,TF,I2,TF,I2,MATCH,I2
,Hm,,,,,,
*BERN:,I used to say,,,,,,
,well how much did you put in,,,,,,
*BERN:,I don't know,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,I don't know,,,,,,
*ALIC:,Can you do it again,,,,,,
*ALIC:,No,,,,,,
,I don't think so,,,,,,
*SEAN:,No,,,,,,
*FRAN:,Well,,,,,,
,my cooking comes out different,,,,,,
,differently every time,,,,,,
*FRAN:,Every time I make something,,,,,,
*ALIC:,Every so,,,,,,
*FRAN:,The only thing that's consistent is,,,,,,
,my fried chicken,,,,,,
,pretty much tastes the same,,,,,,
,and,,,,,,
,spaghetti sauce I make,,,,,,
,tastes pretty much the same,,,,,,
*SEAN:,Do you cook a lot,,,,,,
*FRAN:,I used to,,,,,,
,I haven't in several years,,,,,,
*SEAN:,Hm,,,,,,
*FRAN:,But now,TI,T2,TI,T2,MATCH,T2
,I have a kitchen that,,,,,,
,again I'll cook,,,,,,
*FRAN:,I at least I,,,,,,
*SEAN:,You're on the twelfth floor,,,,,,
*FRAN:,Yeah,,,,,,
,I have great views,,,,,,
*FRAN:,I'm thrilled with the views,,,,,,
*ALIC:,You can ki cook on the twelfth floor,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,,,,,,,
*ALIC:,,,,,,,
*SEAN:,Are you sure,,,,,,
*FRAN:,Mhm,,,,,,
*ALIC:,I think there's something,,,,,,
,the pressure though,,,,,,
*ALIC:,The air is thin,,,,,,
*FRAN:,Mhm,,,,,,
*ALIC:,As you go up,,,,,,
*FRAN:,You have to adjust for altitude,,,,,,
*BERN:,I was thinking of the barbecue,,,,,,
*FRAN:,,,,,,,
*BERN:,,,,,,,
*ALIC:,That's right,,,,,,
*ALIC:,Everything cooks faster,,,,,,
*BERN:,I always run outside and cook,,,,,,
*FRAN:,Mm,,,,,,
*BERN:,The altitude,,,,,,
*BERN:,You have to be careful,,,,,,
*BERN:,Right,,,,,,
,Especially with you're baking,,,,,,
*FRAN:,Right,,,,,,
*BERN:,,,,,,,
*ALIC:,,,,,,,
*FRAN:,,,,,,,
*S+A1365:B1430EAN:,Well Fran,,,,,,
,I've been looking,,,,,,
,really,,,,,,
,for a year or two,,,,,,
,at different places to live,,,,,,
*SEAN:,I went back to Europe,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,to London and Paris,,,,,,
,I've been in Sun Valley,,,,,,
,Tucson,,,,,,
,I've been,,,,,,
*SEAN:,and Montana,,,,,,
,Seattle,,,,,,
,I liked Seattle a lot,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,But I couldn't live there,TI,T1,TI,T1,MATCH,T1
*SEAN:,And,,,,,,
*SEAN:,Outside of New York,,,,,,
,and I couldn't go back to live in New York again,,,,,,
,it's been,,,,,,
,I'm over it,,,,,,
*FRAN:,Mhm,,,,,,
*SEAN:,This is the best place I've found,,,,,,
*FRAN:,It got,,,,,,
*FRAN:,uh I said,,,,,,
*SEAN:,and Alice always says,,,,,,
*ALIC:,I,,,,,,
*SEAN:,l might as well not look Sean,,,,,,
,I've looked everywhere,,,,,,
*ALIC:,I've looked everywhere,,,,,,
*SEAN:,,,,,,,
*ALIC:,you know,,,,,,
*FRAN:,It's pointless,,,,,,
*ALIC:,I've looked everywhere,,,,,,
*FRAN:,Right,,,,,,
*SEAN:,This is a tiny little geographically wonderful,,,,,,
*ALIC:,Haven,,,,,,
*ALIC:,This is,,,,,,
*SEAN:,Mhm,,,,,,
*FRAN:,Bloom,,,,,,
*SEAN:,And it is the geography Alice,,,,,,
*ALIC:,It's whatever it is,,,,,,
*ALIC:,It works,,,,,,
*SEAN:,It's geography,,,,,,
*SEAN:,But I do miss,UI,T1,UI,T1,MATCH,T1
,a lot of things about a city,,,,,,
*SEAN:,And about New York,,,,,,
*FRAN:,Well we go to the opera,,,,,,
,and I go to museums,,,,,,
*SEAN:,Mm,,,,,,
*FRAN:,And,,,,,,
,I would miss that,,,,,,
*SEAN:,Mhm,,,,,,
*BERN:,The New York opera,,,,,,
*FRAN:,The Met,,,,,,
*BERN:,Mhm,,,,,,
*ALIC:,That's the best part of Age of Innocence,,,,,,
*ALIC:,The beginning of it,,,,,,
*ALIC:,I just saw that today,,,,,,
*SEAN:,She went today,,,,,,
*FRAN:,Mm,,,,,,
*ALIC:,And this,,,,,,
,the scene at the opera,,,,,,
*SEAN:,Mm,,,,,,
*ALIC:,New York,,,,,,
*ALIC:,In eighteen seventy,,,,,,
*FRAN:,Mm,,,,,,
*ALIC:,Th,,,,,,
*ALIC:,It's such detail,,,,,,
*ALIC:,An,,,,,,
*SEAN:,l said that's the best thing,,,,,,
*ALIC:,Oh,,,,,,
,God is it,,,,,,
*SEAN:,the New York scene,,,,,,
*BERN:,I wonder where the opera house was,,,,,,
*FRAN:,Oh well,,,,,,
*SEAN:,It was down on,,,,,,
*FRAN:,when I came to New York,,,,,,
,it was Thirty ninth and s uh,,,,,,
*SEAN:,Fourteenth St,,,,,,
*FRAN:,When I came to New York,,,,,,
,it was on Thirty ninth and and Broadway,,,,,,
*ALIC:,I think it's at the big,,,,,,
*BERN:,What year were you there,,,,,,
*FRAN:,Sixty f four,,,,,,
*FRAN:,There were,,,,,,
*FRAN:,It was the last season there,,,,,,
*BERN:,They were b,,,,,,
*BERN:,Oh,,,,,,
,they were building Lincoln Center,,,,,,
*SEAN:,That was the old opera house,,,,,,
*BERN:,Because,,,,,,
*FRAN:,That was the last season there,,,,,,
*BERN:,Cause I was there,,,,,,
,I I was there,,,,,,
,just as Lincoln Center was being finished,,,,,,
*ENV:,,,,,,,
*BERN:,and,,,,,,
*SEAN:,I'm hungry,,,,,,
*FRAN:,So that would have been sixty six,,,,,,
*ALIC:,So good,,,,,,
*BERN:,Was it that late,,,,,,
*BERN:,I have it written down some place,,,,,,
*BERN:,Those years are all foggy,,,,,,
*FRAN:,Sixty five,,,,,,
*BERN:,Sixty five,,,,,,
,sixty six,,,,,,
*FRAN:,Something like that,,,,,,
*BERN:,And Leontyne Price sang Cleopatra in,,,,,,
*FRAN:,Oh my,,,,,,
*BERN:,One of the,,,,,,
*FRAN:,Mm,,,,,,
*FRAN:,That would have been wonderful to see,,,,,,
*SEAN:,Th was it the old opera house,,,,,,
,or the new one,,,,,,
*BERN:,No the new,,,,,,
*BERN:,Lincoln Center,,,,,,
*SEAN:,Oh,,,,,,
*BERN:,It had just,,,,,,
*FRAN:,It's,,,,,,
*BERN:,just been opened,,,,,,
*FRAN:,Well I like it,,,,,,
*FRAN:,I mean,,,,,,
*BERN:,Oh,,,,,,
,so you got to go to the old one,,,,,,
*FRAN:,Yeah,,,,,,
*BERN:,The one that's from eighteen,,,,,,
*FRAN:,But the,TI,T4,TI,T4,MATCH,T4
,uh I don't know when it,,,,,,
*FRAN:,You know,,,,,,
,they tore it down,,,,,,
,and I don't remember,,,,,,
*FRAN:,I was too new,,,,,,
*ALIC:,You'll be able to see in the movie,,,,,,
,if you recognize,,,,,,
*FRAN:,I was too new in New York,,,,,,
,to understand what it meant,,,,,,
*FRAN:,You know,,,,,,
*SEAN:,Mm,,,,,,
*FRAN:,So,,,,,,
*ALIC:,Well I grew up in Philadelphia,,,,,,
,and that's too close to New York,,,,,,
*SEAN:,,,,,,,
*ALIC:,I used to go there all the time,,,,,,
*FRAN:,Mhm,,,,,,
*ALIC:,On the train,,,,,,
*ALIC:,Every Wednesday,,,,,,
*ALIC:,On theater day,,,,,,
*SEAN:,Oh you went a lot,,,,,,
*ALIC:,All the time,,,,,,
*ALIC:,Cause I was this theater,,,,,,
*BERN:,And all that time you never learned to get a cab,,,,,,
*ALIC:,I love theater,,,,,,
*BERN:,,,,,,,
*ALIC:,No ,,,,,,
*ALIC:,Oh no,,,,,,
*FRAN:,Right,,,,,,
*SEAN:,,,,,,,
*ALIC:,I would walk,,,,,,
,I mean,,,,,,
*BERN:,,,,,,,
*ALIC:,I wouldn't take a cab when I was young,,,,,,
*SEAN:,,,,,,,
,I'm not good at cabs,,,,,,
*SEAN:,,,,,,,
*FRAN:,Next time you come to New York,,,,,,
*ALIC:,,,,,,,
*FRAN:,you must call me my dear,,,,,,
,I will give you taxi lessons,,,,,,
*ALIC:,,,,,,,
,,,,,,,
*FRAN:,,,,,,,
,See what you do is,,,,,,
,you sort of sidle up to em,,,,,,
,and you give em a bump,,,,,,
*FRAN:,And then you get in,,,,,,
*SEAN:,,,,,,,
*FRAN:,,,,,,,
*ALIC:,,,,,,,
*BERN:,,,,,,,
,,,,,,,
*ALIC:,I have boxing gloves,,,,,,
*FRAN:,,,,,,,
*ALIC:,everything,,,,,,
*FRAN:,Right,,,,,,
*BERN:,,,,,,,
*SEAN:,I never had trouble,,,,,,
*ALIC:,Something spray,,,,,,
,You're big,,,,,,
*ALIC:,You're a big man,,,,,,
*SEAN:,Yeah,,,,,,
,that's true,,,,,,
*BERN:,No,,,,,,
*ALIC:,I'm this little person you know,,,,,,
*BERN:,It was,,,,,,
*BERN:,It was a game,,,,,,
*BERN:,To me it was like a game,,,,,,
,Do I get it or not,,,,,,
*ALIC:,I never got it,,,,,,
*SEAN:,,,,,,,
*ALIC:,I mean really,,,,,,
*ALIC:,I'm used to getting what I want,,,,,,
*ALIC:,But n ,UI,T1,UI,T1,MATCH,T1
*SEAN:,,,,,,,
*ALIC:,Not cabs,,,,,,
*BERN:,I couldn't have been greener when I went,,,,,,
*BERN:,I mean this California,,,,,,
*FRAN:,,,,,,,
*BERN:,you know,,,,,,
,all I knew was the beach,,,,,,
*BERN:,,,,,,,
,And there I was,,,,,,
,in New York city,,,,,,
*BERN:,,,,,,,
*FRAN:,Did you like it,,,,,,
*SEAN:,Hair school,,,,,,
*FRAN:,How long did you stay,,,,,,
*BERN:,Loved it,,,,,,
*BERN:,Four years,,,,,,
*FRAN:,Where'd you live,,,,,,
*BERN:,Eighty first and First,,,,,,
*FRAN:,Mhm,,,,,,
*BERN:,then,,,,,,
,Sixty fourth and Second,,,,,,
*FRAN:,Mhm,,,,,,
*BERN:,and then,,,,,,
,the Lower East Side,,,,,,
*BERN:,West Tenth,,,,,,
*FRAN:,Well,,,,,,
,that's not the Lower East Side,,,,,,
*FRAN:,West Tenth is the Village,,,,,,
*BERN:,Oh no wait,,,,,,
