speaker,script,position1,function1,position2,function2,match,agreement
*GARY:,⌈2 X ⌉2 . ,,,,,,
*JULI:,⌊2 Well ʔuh m- ⌋2 +/. ,,,,,,
*JULI:,Most of the time it's my students ? ,,,,,,
*JULI:,(.) And when they're ready to buy a horse . ,,,,,,
*GARY:,⌈ Yeah ⌉ . ,,,,,,
*JULI:,⌊ then I ⌋ look for a horse for em ? ,,,,,,
*GARY:,⌈2 Yeah ⌉2 . ,,,,,,
*JULI:,⌊2 &=in ⌋2 Like with uh Peggy's horse ,,,,,,
,I looked at twenty-eight horses in ten ⌈3 days . ,,,,,,
*GARY:,                                       ⌊3 &=WHISTLE ⌋3 . ,,,,,,
*JULI:,be⌉3fore I found the one that ⌈4 I thought would suit ⌉4 her . ,,,,,,
*GARY:,                              ⌊4 &=WHISTLE ⌋4 . ,,,,,,
*JULI:,(.) &=in And she's a wonderful horse . ,,,,,,
*JULI:,(..) And I didn't even dicker on the price for her . ,,,,,,
*JULI:,Because I thought the price was so good . ,,,,,,
*GARY:,M⌈hm ⌉ ? ,,,,,,
*JULI:, ⌊ X ⌋ ,,,,,,
,And we paid twenty-five hundred for her . ,,,,,,
*JULI:,&=in And she was a nine-year-old Anglo Arab ,,,,,,
,(..) Um ,,,,,,
,about (..) fifteen three ,,,,,,
,(..) &=in lovely mare . ,,,,,,
*JULI:,She's cleaning up in competitive trail and ,,,,,,
,and doing reasonably well at the shows . ,,,,,,
*JULI:,(..) And the mare's real cute ,,,,,,
,takes good care of her ,,,,,,
,she hunts her ,,,,,,
,goes out to the ,,,,,,
,(..) the (.) fox hunt and hunts her all winter ? ,,,,,,
*GARY:,Fox hunt . ,,,,,,
*JULI:,Yeah we hunt . ,,,,,,
*JULI:,But we hunt coyotes in Colorado . ,UI,T3,UI,T4,UNMATCH,T3
*JULI:,But we don't kill them . ,UI,T1,UI,T1,MATCH,
*JULI:,(..) We just chase ⌈ em ⌉ . ,,,,,,
*GARY:,                   ⌊ W:⌋he:re⌈2's the fox hunt ⌉2 . ,,,,,,
*JULI:,                             ⌊2 But it ,UI,T4,TI,T4,MATCH,
,we have ⌋2 ,,,,,,
,(.) we have um . ,,,,,,
*GARY:,(..) My dad does ⌈ that ⌉ . ,,,,,,
*JULI:,                 ⌊ thir⌋ty-two ,,,,,,
,(..) u:m ,,,,,,
,(..) English foxhounds . ,,,,,,
*JULI:,At our club . ,,,,,,
*GARY:,Really . ,,,,,,
*JULI:,Out ,,,,,,
,⌈ uh it's at ⌉ +... ,,,,,,
*GARY:,⌊ What club is ⌋ that . ,,,,,,
*JULI:,&=in It's the Bijou Springs ,,,,,,
,(..) Bi- +/. ,,,,,,
*JULI:,(..) No . ,,,,,,
*JULI:,(..) Bijou Hunt Club . ,,,,,,
*JULI:,(..) B- Bijou Springs Hunt Club I guess it's called . ,,,,,,
*JULI:,(.) And it's out at (..) Bijou Springs Ranch ,,,,,,
,X we lease (.) twenty-thousand acres to hunt on ⌈ out there with the ken⌉nels . ,,,,,,
*GARY:,                                                ⌊ &=WHISTLE ⌋ . ,,,,,,
*JULI:,&=in &=lengthened Costs us (..) twelve-thousand six-hundred dollars a year for the lease ,,,,,,
,(..) for the right to hunt out there ,,,,,,
,and have the clubhouse and the kennels . ,,,,,,
*JULI:,(.) &=in And it belongs to: &=ex ,,,,,,
,(..) think of his name . ,,,,,,
*JULI:,(..) Real rich guy . ,,,,,,
*JULI:,&=in &=laugh He's [% laugh] got a hunting preserve- ,,,,,,
,preserve on the place with elk and . ,,,,,,
*GARY:,⌈ Wo:w ⌉ . ,,,,,,
*JULI:,⌊ &=in white-tail⌋ed deer and . ,,,,,,
*GARY:,Where is ⌈2 Bijou Springs ⌉2 . ,,,,,,
*JULI:,         ⌊2 he's getting moose now ⌋2 . ,,,,,,
*JULI:,(..) Oh: it's out (.) close to Calhan . ,,,,,,
*JULI:,(..) It's ⌈ go:rgeous ⌉ country . ,,,,,,
*GARY:,          ⌊ Calhan ⌋ . ,,,,,,
*JULI:,It's lik:e ,,,,,,
,(..) northwest . ,,,,,,
*JULI:,Just northwest of Calhan . ,,,,,,
*JULI:,And it's beautiful beautiful country . ,,,,,,
*JULI:,(..) Way out there in nowhere . ,,,,,,
*GARY:,Out wh- +/. ,,,,,,
*GARY:,Th- are there any trees out there ? ,,,,,,
*GARY:,⌈ Or is it ⌉ +... ,,,,,,
*JULI:,⌊ &{l=HI Mhm &}l=HI ⌋ . ,,,,,,
*JULI:,Yeah ,,,,,,
,we have a lotta trees ,,,,,,
,&=in We hunt through the trees ,,,,,,
,and bounce off them from time to ⌈ time and ⌉ . ,,,,,,
*GARY:,                                 ⌊ &=laugh &=laugh &=laugh ⌋ &=laugh &=laugh &=laugh &=laugh &=laugh ,,,,,,
,&=in ⌈2 &=lengthened ⌉2 . ,,,,,,
*JULI:,     ⌊2 &=tsk ⌋2 (.) We have several sca:rs in this barn ,,,,,,
,from people bouncing &{l=@ off of trees &}l=@ . ,,,,,,
*GARY:,(..) Golly day . ,,,,,,
*JULI:,⌈ &=in It's it's not ⌉ +... ,,,,,,
*GARY:,⌊ &=in That sounds like ⌋ fun though . ,,,,,,
*JULI:,(..) It's no:t a sport for the timid . ,,,,,,
*JULI:,(..) You've gotta be (.) pretty brave . ,,,,,,
*JULI:,To do it . ,,,,,,
*JULI:,&=in ⌈ Or stu⌉pid . ,,,,,,
*GARY:,     ⌊ Mm ⌋ . ,,,,,,
*JULI:,(.) It's a it's ʔuh ⌈2 sport for either the brave or the stu⌉2pid [% laugh] . ,,,,,,
*GARY:,                    ⌊2 &=laugh &=laugh &=laugh &=laugh &=laugh ⌋2 ,,,,,,
,(.) &=in I've ⌈3 never ⌉3 done it . ,,,,,,
*JULI:,              ⌊3 &=laugh ⌋3 . ,,,,,,
*GARY:,My dad has done it . ,,,,,,
*JULI:,(..) ʔW- +/. ,,,,,,
*JULI:,(.) ⌈ the fo⌉x hunting ? ,,,,,,
*GARY:,    ⌊ He's ⌋ +/. ,,,,,,
*GARY:,M⌈2hm ⌉2 . ,,,,,,
*JULI:, ⌊2 On hor⌋2seback ? ,,,,,,
*GARY:,Mm . ,,,,,,
*JULI:,(..) Where at ? ,,,,,,
*GARY:,(..) &=tsk &=in California ? ,,,,,,
*GARY:,Dow:n (.) near uh . ,,,,,,
*JULI:,Do you know the name of the hunt ? ,,,,,,
*GARY:,(..) No ,,,,,,
,I don't know anything . ,,,,,,
*GARY:,(.) &=in (.) Let's see . ,,,,,,
*GARY:,(..) &=THROAT ,,,,,,
,(..) No . ,,,,,,
*GARY:,(..) All I (.) I know where it is . ,,,,,,
*GARY:,(..) It's over near uh ,,,,,,
,(..) &=THROAT ,,,,,,
,(.) &=in Palo Alto . ,,,,,,
*JULI:,(..) Mhm ? ,,,,,,
*JULI:,(..) Yeah . ,,,,,,
*JULI:,I know there's a hunt out near Palo Alto ,,,,,,
,I don't know the name ⌈ of it ⌉ . ,,,,,,
*GARY:,                      ⌊ Yeah ⌋ . ,,,,,,
*JULI:,(..) &=in Well let me show you my barn . ,,,,,,
*JULI:,If you're interested ? ,,,,,,
*GARY:,Sure ? ,,,,,,
*JULI:,(.) I've +/. ,,,,,,
*JULI:,I've been out hunting for a rake ,,,,,,
,but I found it . ,UI,T1,UI,T4,UNMATCH,T1
*JULI:,(..) Oh your brother's sitting in his ca:r &=ex . ,,,,,,
*JULI:,(..) ⌈ Why is he do⌉ing that . ,,,,,,
*GARY:,     ⌊ Oh: ⌋ . ,,,,,,
*JULI:,With his tape recorder sitting here . ,,,,,,
*GARY:,I don't know . ,,,,,,
*GARY:,(..) He's uh ,,,,,,
,&=in &=lengthened He's just (.) recording conversations . ,,,,,,
*JULI:,⌈ &=laugh &=laugh &=laugh ⌉ . ,,,,,,
*GARY:,⌊ So we'll just ⌋ keep it going here . ,,,,,,
*GARY:,(.) &=in &=lengthened (..) They're not (.) for content ,,,,,,
,they're doing it for: linguis⌈tic (..) purposes ⌉ . ,,,,,,
*JULI:,                             ⌊ Right ,,,,,,
,for linguistics ⌋ . ,,,,,,
*GARY:,(..) Making a m- (.) massive database . ,,,,,,
*JULI:,(..) Come on dogs . ,,,,,,
*JULI:,(..) Dogs . ,,,,,,
*JULI:,Come on . ,,,,,,
*GARY:,(..) Come on . ,,,,,,
*JULI:,That's good . ,,,,,,
*JULI:,That's enough . ,,,,,,
*GARY:,Okay . ,,,,,,
*JULI:,Two dogs is enough at once . ,,,,,,
*JULI:,(..) &=laugh &=laugh ,,,,,,
,(..) Ask him if he'd like to come see the barn . ,,,,,,
*GARY:,(..) Matt ? ,,,,,,
*GARY:,(..) You wanna see the barn ? ,,,,,,
*MATT:,(..) Sure . ,,,,,,
*GARY:,(..) Let me give you this⌈: ⌉ . ,,,,,,
*JULI:,                         ⌊ I ⌋ didn't know you'd come out to sit in your car . ,,,,,,
*MATT:,(..) Oh ,,,,,,
,(..) just taking it easy here . ,,,,,,
*MATT:,Yeah ? ,,,,,,
*GARY:,(.) ⌈ &{l=X Here you go &}l=X ⌉ +... ,,,,,,
*MATT:,    ⌊ So you got ⌋ a new barn ? ,,,,,,
*MATT:,O:r a o⌈2ld barn ⌉2 . ,,,,,,
*JULI:,       ⌊2 XX ⌋2 ,,,,,,
,(..) &{l=X It's down here &}l=X . ,,,,,,
*JULI:,(..) The barn's new XX . ,,,,,,
*GARY:,(..) &{l=X Well &}l=X that's a big dog . ,,,,,,
*GARY:,(.) Or is this a horse . ,,,,,,
*JULI:,(.) Puppy . ,,,,,,
*MATT:,&=laugh ⌈ &=laugh &=laugh ⌉ . ,,,,,,
*GARY:,        ⌊ Pony ⌋ . ,,,,,,
*JULI:,(.) It's a puppy . ,,,,,,
*GARY:,(.) &{l=X &{l=@ Oh yeah &}l=@ &}l=X ,,,,,,
,(..) What kind is he . ,,,,,,
*JULI:,(..) XX ,,,,,,
,He's a Great Dane . ,,,,,,
*GARY:,(.) Great Dane . ,,,,,,
*JULI:,(..) He was left starving and sick at my vet's clinic for +/. ,,,,,,
*JULI:,(..) pretty bad shape ,,,,,,
,(..) They picked him up and I adopted him from the Humane Society &=ex . ,,,,,,
*JULI:,(.) He weighed (.) seventy-two pounds ,,,,,,
,and now he weighs a hundred and &{l=X fifty &}l=X . ,,,,,,
*JULI:,(..) XXX (.) Christmas gift . ,,,,,,
*GARY:,&=laugh &=laugh ⌈ &=laugh ⌉ . ,,,,,,
*MATT:,                ⌊ Seventy ⌋ two poun⌈2ds ⌉2 ? ,,,,,,
*JULI:,                ⌊ He ⌋ +/. ,,,,,,
*JULI:,                                    ⌊2 He ⌋2 got me ⌈3 for Christmas ⌉3 . ,,,,,,
*MATT:,                                                    ⌊3 I can't imagine ⌋3 that dog . ,,,,,,
*GARY:,&=laugh &=laugh &=laugh ⌈4 &=laugh ⌉4 . ,,,,,,
*MATT:,                        ⌊4 weighing ⌋4 seven⌈5ty-two pounds ⌉5 . ,,,,,,
*GARY:,                                            ⌊5 Seventy-two⌋5: ? ,,,,,,
*JULI:,(..) And ⌈6 now he's +... ,,,,,,
*GARY:,         ⌊6 He must've had a lotta ribs showing ⌋6 . ,,,,,,
*JULI:,&=in He was ⌉6 +/. ,,,,,,
*JULI:,(.) Oh ,,,,,,
,you could see his hips ,,,,,,
,every ,,,,,,
,every bone in his sp⌈ine ⌉ . ,,,,,,
*GARY:,                    ⌊ Mm ⌋ &=lengthened . ,,,,,,
*MATT:,So what were +/. ,,,,,,
*MATT:,What was happening to him ? ,,,,,,
*MATT:,(.) ⌈ XX ⌉ . ,,,,,,
*JULI:,    ⌊ Well he had rea⌋l bad diarrhea ,,,,,,
,and h:e hadn't been fed properly ,,,,,,
,and he didn't have the right nutrition ,,,,,,
,so hopefully he won't get to the size he should . ,,,,,,
*GARY:,(.) &=laugh &=ex . ,,,,,,
*JULI:,Hopefully he's ⌈ almost full⌉-grown . ,,,,,,
*MATT:,               ⌊ &=laugh &=ex ⌋ ,,,,,,
,(.) Yeah⌈2: [% laugh] ⌉2 . ,,,,,,
*JULI:,        ⌊2 Cause ⌋2 ,,,,,,
,cause male Great Danes can get upwards of a hundred and seventy-five pounds . ,,,,,,
*GARY:,(.) Mm . ,,,,,,
*JULI:,(..) And I don't want him to get that big . ,,,,,,
*JULI:,&{l=VOX Hi: Ha:p &}l=VOX . ,,,,,,
*JULI:,(..) That's Hap . ,,,,,,
*JULI:,(..) He's one of those &{l=X wild &}l=X thoroughbreds . ,,,,,,
*MATT:,(.) Yeah ? ,,,,,,
*JULI:,(..) He's a boarder . ,,,,,,
*JULI:,(..) I now ⌈ own ⌉ +... ,,,,,,
*GARY:,           ⌊ XXX ? ,,,,,,
*GARY:,What ⌋ does that mean . ,,,,,,
*JULI:,He boards here . ,,,,,,
*JULI:,(..) I bo⌈ard ⌉ +... ,,,,,,
*GARY:,         ⌊ Oh ⌋ oh oh . ,,,,,,
*JULI:,Yeah . ,,,,,,
*JULI:,(..) I only own five of em now ,,,,,,
,and two of them are (.) somewhere else ,,,,,,
,cause I don't have room for em . ,,,,,,
*JULI:,(..) My mare and foal are down the hill . ,,,,,,
*GARY:,(..) What is that . ,,,,,,
*JULI:,It's a granary ,,,,,,
,it holds about four-thousand pounds of gr⌈ain ⌉ . ,,,,,,
*GARY:,                                         ⌊ Oh⌋:: . ,,,,,,
*GARY:,Wow: . ,,,,,,
*JULI:,&{l=X Yeah &}l=X . ,,,,,,
*JULI:,(.) I ⌈ have ⌉ +... ,,,,,,
*GARY:,      ⌊ I've never ⌋ seen anybody had one of those at a barn . ,,,,,,
*JULI:,(.) Well I feed (..) between twenty and (.) twenty-five horses all year round . ,,,,,,
*GARY:,(.) &=WHISTLE ⌈ &=lengthened ⌉ . ,,,,,,
*JULI:,              ⌊ So I can't buy it ⌋ by the sack . ,,,,,,
*GARY:,(..) &=ex . ,,,,,,
*JULI:,(..) ⌈ I go through ⌉ +... ,,,,,,
*MATT:,     ⌊ &{l=X They &}l=X have trucks ⌋ come out here . ,,,,,,
*JULI:,(..) Yeah I go through about three-hundred pounds a day . ,,,,,,
*GARY:,(..) &=laugh &=laugh ⌈ Oh⌉: [% laugh] ma:n . ,,,,,,
*MATT:,                     ⌊ &=laugh &=laugh ⌋ . ,,,,,,
*JULI:,(.) I go through: ten . ,,,,,,
*GARY:,In⌈credible ⌉ . ,,,,,,
*JULI:,  ⌊ &=in Ten to ⌋ twe:lve tons of hay a month . ,,,,,,
*JULI:,(..) Roughly ,,,,,,
,ten to twelve thousand dollars a year of hay . ,,,,,,
*GARY:,(.) You must have been (.) hurting this last season . ,,,,,,
*GARY:,Hunh ? ,,,,,,
*JULI:,No actually ,,,,,,
,my hay supplier was &{l=X real good to me &}l=X . ,,,,,,
*GARY:,(..) How did you do that . ,,,,,,
*GARY:,(..) I mean it ⌈ was hard for everybody ⌉ . ,,,,,,
*JULI:,               ⌊ I've been buying hay ,,,,,,
,I've been ⌋ buying hay from Bartlett's ,,,,,,
,fo:r six years now . ,,,,,,
*JULI:,(..) and I don't +/. ,,,,,,
*JULI:,I'm not his biggest customer ,,,,,,
,(..) ⌈ but I've been re⌉al steady and real loyal . ,UI,T4,UI,T4,MATCH,
*GARY:,     ⌊ We had a r- ⌋ +... ,,,,,,
*JULI:,and I've (..) referred him to a lotta people . ,,,,,,
*JULI:,(..) A:nd um . ,,,,,,
*GARY:,We had a lotta ,,,,,,
,(.) we had a . ,,,,,,
*JULI:,He kept ⌈ my hay price ⌉ +... ,,,,,,
*GARY:,        ⌊ shortage of hay: ⌋ this year . ,,,,,,
*GARY:,Because of uh . ,,,,,,
*JULI:,He +/. ,,,,,,
*JULI:,Yeah . ,,,,,,
*GARY:,It was the floods ⌈ out in ⌉ +... ,,,,,,
*JULI:,                  ⌊ &=in But ⌋ see he know:s how much +/. ,TI,T4,TI,T4,MATCH,
*JULI:,he b:uys a lotta hay ,,,,,,
,he's a broker . ,,,,,,
*JULI:,(..) And he buys hay ,,,,,,
,&=in And actually I usually get the Wyoming hay ,,,,,,
,and it got ruined in the rain &=ex . ,,,,,,
*JULI:,So I was getting West Cliff hay ,,,,,,
,which I don't think is quite as good ,,,,,,
,it's good . ,,,,,,
*JULI:,&=in But not quite ⌈ as good ⌉ . ,UI,T3,UI,T1,UNMATCH,T3
*GARY:,                   ⌊ Unhunh ⌋ . ,,,,,,
*JULI:,&=in But he kept my hay price down to a hundred and twenty-five dollars a to:n . ,TI,T4,TI,T4,MATCH,
*GARY:,Which ⌈ is (.) how much ⌉ . ,,,,,,
*JULI:,      ⌊ &=in All &=ex win⌋ter . ,,,,,,
*JULI:,Delivered and stacked &=ex . ,,,,,,
*GARY:,Wow: . ,,,,,,
*GARY:,⌈ &{l=X Was that a &}l=X ⌉ +... ,,,,,,
*JULI:,⌊ Which is real⌋ly good ⌈2 &=ex ⌉2 . ,,,,,,
*GARY:,                        ⌊2 What does ⌋2 that boil down to per (.) ⌈3 bale ⌉3 . ,,,,,,
*JULI:,                                                                  ⌊3 Well he was ⌋3 selling it to: other people ,,,,,,
,that (.) came and picked it up ,,,,,,
,for a hundred and sixty-five &=ex . ,,,,,,
*JULI:,(..) A ton . ,,,,,,
*JULI:,(..) But I get twenty-two: to twenty-five tons at a time . ,UI,T2,UI,T2,MATCH,
*GARY:,(..) &=WHISTLE ⌈ &=lengthened ⌉ . ,,,,,,
*JULI:,               ⌊ He just ⌋ brings a semi-load in here . ,,,,,,
*GARY:,I'll bet . ,,,,,,
*GARY:,(..) What does that (.) b⌈oil down to per b⌉ale . ,,,,,,
*JULI:,                         ⌊ There's Shiba ⌋ . ,,,,,,
*GARY:,Do you know ? ,,,,,,
*GARY:,(..) ⌈ No ⌉ . ,,,,,,
*JULI:,     ⌊ No⌋: it +/. ,,,,,,
*JULI:,(.) It's roughly ,,,,,,
,(..) anywhere from twenty-eight to thirty ,,,,,,
,(..) um ,,,,,,
,(..) bales per (.) ton . ,,,,,,
*JULI:,(..) But ,UI,T1,UI,T4,UNMATCH,T4
,I always buy by the ton ,,,,,,
,because then I know how much feed I have . ,,,,,,
*GARY:,(..) ⌈ Yeah ⌉ . ,,,,,,
*JULI:,     ⌊ You ⌋ know ,,,,,,
,when you buy this much ,,,,,,
,you can't go by the bale . ,,,,,,
*JULI:,⌈ It's: kinda s⌉illy . ,,,,,,
*GARY:,⌊ Yeah: ,,,,,,
,right ⌋ . ,,,,,,
*JULI:,&=in ⌈2 &=lengthened ⌉2 See there's Shiba . ,,,,,,
*GARY:,     ⌊2 Yeah ⌋2 . ,,,,,,
*GARY:,(..) &{l=VOX Hey Shiba &}l=VOX ? ,,,,,,
*JULI:,(..) &=CLICK_CLICK_CLICK_CLICK ,,,,,,
,(.) &{l=VOX Come here girl &}l=VOX . ,,,,,,
*GARY:,&=WHISTLE ⌈ &=lengthened ⌉ . ,,,,,,
*JULI:,          ⌊ &=CLAP_CLAP_CLAP ⌋ ,,,,,,
,(..) Are you sleepy ? ,,,,,,
*JULI:,(..) And that's her boyfriend Beamer . ,,,,,,
*JULI:,(..) He's so +/. ,,,,,,
*JULI:,He's so happy ,,,,,,
,he thinks he has a whole mare herd ⌈ now to protec⌉t . ,,,,,,
*GARY:,                                   ⌊ Al:righ:t ⌋ . ,,,,,,
*MATT:,(..) Hm . ,,,,,,
*JULI:,She's been in high heat the last couple days . ,,,,,,
*MATT:,&=laugh &=laugh . ,,,,,,
*JULI:,(..) He thinks that's wonderful . ,,,,,,
*GARY:,(..) Shiba's been in heat ? ,,,,,,
*JULI:,Oh yeah . ,,,,,,
*JULI:,See how she +/. ,,,,,,
*JULI:,See what she's doing ? ,,,,,,
*JULI:,(..) Squirting on him . ,,,,,,
*GARY:,Oh⌈: yu:ck ⌉ . ,,,,,,
*JULI:,  ⌊ Miserable old mare ⌋ . ,,,,,,
*JULI:,&=laugh &=laugh &=laugh &=laugh &=laugh &=laugh ,,,,,,
,(.) He likes it ,,,,,,
,(..) This one's in heat too ,,,,,,
,and he won't pay any attention to her ,,,,,,
,and she's really frustrated . ,,,,,,
*JULI:,(..) Cause poor mare ,,,,,,
,she's been off her feet for two days because ,,,,,,
,(..) Beamer rushes the fence ,,,,,,
,and b:ears his teeth ,,,,,,
,and ,,,,,,
,(..) pins his ears at her ,,,,,,
,(..) because he d- +/. ,,,,,,
*JULI:,He (.) doesn't want her to get next to his mare . ,,,,,,
*JULI:,He keeps himself between his mare and ,,,,,,
,(.) and that one ,,,,,,
,who might threaten &=in his mare herd . ,,,,,,
*GARY:,&=laugh &=laugh &=laugh ⌈ &=laugh &=laugh ⌉ . ,,,,,,
*JULI:,                        ⌊ He's really ⌋ a funny character . ,,,,,,
*JULI:,&=in I give lessons on him too ,,,,,,
,he's privately owned but ,UI,T1,UI,T1,MATCH,
,&=in his owner doesn't ride him much . ,,,,,,
*JULI:,And he's real gentle . ,,,,,,
*JULI:,(..) He um ,,,,,,
,⌈ he was sh⌉own out in California . ,,,,,,
*GARY:,⌊ XX ⌋ . ,,,,,,
*JULI:,He +/. ,,,,,,
*JULI:,(.) he rides Western English and drives . ,,,,,,
*JULI:,He pull⌈s a cart ⌉ . ,,,,,,
*GARY:,       ⌊ Wow ⌋ . ,,,,,,
*JULI:,(..) And he's just as cute as can be . ,,,,,,
*JULI:,He's a little Morgan . ,,,,,,
*GARY:,They're (..) identical color aren't they ? ,,,,,,
*JULI:,Unhunh ? ,,,,,,
*JULI:,(..) And she's just su:re that this one's going to be it . ,,,,,,
*JULI:,(..) &=in ⌈ Actually h⌉e's doing better than my stallion . ,,,,,,
*GARY:,          ⌊ Wow ⌋ . ,,,,,,
*JULI:,My stallion can't get it figured out . ,,,,,,
*JULI:,&=laugh &=lengthened &=laugh &=laugh &=laugh ⌈ &=laugh &=laugh . ,,,,,,
*GARY:,                                             ⌊ &=laugh &=laugh &=laugh &=laugh ⌋ . ,,,,,,
*JULI:,&=in He's only ⌉ three &=laugh . ,,,,,,
*JULI:,(..) &=in And we (..) tried breeding him to a mare the other day ,,,,,,
,and she was going out of heat ,,,,,,
,wasn't very strong ,,,,,,
,And he was just a lot more interested in the Gelding next to her ,,,,,,
,and I said ,,,,,,
,this is what I need is a ⌈ gay stallion . ,,,,,,
*GARY:,                         ⌊ &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh ⌋ ⌈2 &=laugh &=laugh &=laugh &=laugh ⌉2 ⌈3 &=laugh &=SNIFF ⌉3 . ,,,,,,
*JULI:,&=in ⌉                                                                       ⌊2 &=laugh &=lengthened &=laugh &=laugh &=laugh &=laugh ⌋2 ⌊3 &=laugh &=laugh ⌋3 . ,,,,,,
*MATT:,                                                                             ⌊2 &=laugh &=laugh &=laugh &=laugh ⌋2 . ,,,,,,
*GARY:,(.) &{l=@ A gay stallion &}l=@ . ,,,,,,
*JULI:,(..) Oh I said ,,,,,,
,&{l=VOX well ,,,,,,
,that way at least I don't have to worry &}l=VOX about gelding him . ,,,,,,
*JULI:,And he'll keep: his pretty coat ,,,,,,
,you know we just won't worry about him . ,,,,,,
*JULI:,(..) And he's real even tempered but . ,UI,T4,UI,T4,MATCH,
*JULI:,ʔuh We just had his first foal . ,,,,,,
*JULI:,He did manage to breed my old mare last year . ,,,,,,
*JULI:,But she's r:eally experienced . ,UI,T4,UI,T4,MATCH,
*JULI:,&=in And I just turned em out to pasture together for three days ,,,,,,
,&=in (.) and she was patient with him . ,,,,,,
*MATT:,(.) Hm . ,,,,,,
*JULI:,&=in But ⌈ then he fell in love with her and it was +... ,UI,T4,UI,T4,MATCH,
*HORS:,         ⌊ &=WHINNY &=lengthened ⌋ &=lengthened . ,,,,,,
*JULI:,(..) He was ⌉ +/. ,,,,,,
*JULI:,(.) Um ,,,,,,
,(..) what do you call it . ,,,,,,
*JULI:,(..) He only wanted the one mare . ,,,,,,
*JULI:,(.) He wouldn't look at any of the others last year . ,,,,,,
*JULI:,So we didn't get anybody else bred last year . ,,,,,,
*JULI:,But two is a little young to be asking anything . ,UI,T4,UI,T4,MATCH,
*JULI:,Watch this now . ,,,,,,
*JULI:,Watch him rush &{l=WH at her . ,,,,,,
*JULI:,&=in rush at her &}l=WH . ,,,,,,
*JULI:,(..) &{l=X See if he goes &}l=X . ,,,,,,
*JULI:,(..) See and her buddy ,,,,,,
,(..) um ,,,,,,
,the reason she's here ,,,,,,
,this black mare ,,,,,,
,she's here for board and training ,,,,,,
,she hadn't been ridden in five years . ,,,,,,
*JULI:,(..) And her um ,,,,,,
,(..) pal of ten ye- ,,,,,,
,ten years had to be put down a few weeks ago . ,,,,,,
*JULI:,(..) He just was so crippled up and old ⌈ and ⌉ . ,,,,,,
*GARY:,                                        ⌊ Mm ⌋ . ,,,,,,
*JULI:,s:uffering and ,,,,,,
,&=in she didn't want (.) to keep the mare at home ,,,,,,
,after (.) they put the other horse down ,,,,,,
,cause (.) she figured she'd get frantic . ,,,,,,
*JULI:,So she came here to have more friends . ,,,,,,
*JULI:,(..) To make friend⌈s ⌉ . ,,,,,,
*GARY:,                   ⌊ Yeah⌋: . ,,,,,,
*JULI:,(..) Well ⌈2 these are ⌉2 +... ,,,,,,
*GARY:,          ⌊2 So what did ⌋2 you do to your arena . ,,,,,,
*JULI:,(..) &=in U:m ,,,,,,
,(..) well last year I put in a whole new ring . ,,,,,,
*JULI:,I spent about three thousand dollars leveling it ? ,,,,,,
*JULI:,Because it wasn't quite level ,,,,,,
,I +/. ,,,,,,
*JULI:,(.) I'd had it (..) leveled when I moved here ,,,,,,
,but it w- (.) really wasn't level ? ,UI,T3,UI,T1,UNMATCH,T1
*GARY:,⌈ Mhm ⌉ ? ,,,,,,
*JULI:,⌊ &=in ⌋ And the sand that I had in it (.) ʔuh +/. ,,,,,,
*JULI:,There was natural sand in it when I bought the place ,,,,,,
,&=in It had all washed down the road ,,,,,,
,and I p- think Kettle Creek scooped it up and put it in their ring ,,,,,,
,&=in ⌈ &=lengthened So: ⌉ it was hard (.) as a rock . ,,,,,,
*GARY:,     ⌊ &{l=WH &=laugh &=lengthened &=laugh &=laugh &}l=WH ⌋ . ,,,,,,
*JULI:,And it kept washing out . ,,,,,,
*JULI:,And it was terrible and ,,,,,,
,(.) like riding on asphalt . ,,,,,,
*JULI:,So &=ex ,,,,,,
,I had . ,,,,,,
*GARY:,(..) Well you were probably down to the hardpack . ,,,,,,
*JULI:,(..) I was down to clay . ,,,,,,
*GARY:,⌈ Mm: ⌉ . ,,,,,,
*JULI:,⌊ &=in ⌋ An:d I had Havens come out ,,,,,,
,and +/. ,,,,,,
*JULI:,with a bulldozer . ,,,,,,
*JULI:,And he leveled the whole thing ,,,,,,
,he took a who:le bunch out of this corner you can see . ,,,,,,
*GARY:,⌈ Yeah . ,,,,,,
*JULI:,⌊ &=in And p⌋ut it down in that corner . ,,,,,,
*GARY:,(.) Yeah ⌉ . ,,,,,,
*JULI:,&=in A:nd ,,,,,,
,it just (..) was a lot nicer . ,,,,,,
*JULI:,And then I had ,,,,,,
,(..) three-hundred tons of sand brought in and spread [% laugh] . ,,,,,,
*GARY:,⌈ &=WHISTLE ⌉ . ,,,,,,
*JULI:,⌊ &=in ⌋ It was great in the winter time ? ,,,,,,
*JULI:,When it was all frozen ,,,,,,
,and I had this much soft stuff on top ? ,,,,,,
*JULI:,&=in but when it thawed ,UI,T2,UI,T2,MATCH,
,&=in we couldn't ride in it ,,,,,,
,it was this deep . ,,,,,,
*GARY:,Oh: . ,,,,,,
*JULI:,It was ho:rrid . ,,,,,,
*JULI:,And ⌈ the horses have had a ⌉ hard time . ,,,,,,
*GARY:,    ⌊ Too much ⌋ . ,,,,,,
*JULI:,&=in So today +/. ,,,,,,
*JULI:,Finally it's been dry enough for Tad to come out and ,,,,,,
,(..) and take the rest of the sand off . ,,,,,,
*JULI:,And I sold ⌈ it to him ⌉ . ,,,,,,
