speaker,script,position1,function1,position2,function2,match,agreement
,they put a door on the,,,,,,
,room going into the dining room,,,,,,
*LUCY:,No,,,,,,
,they didn't need one there,,,,,,
*DAN:,l,,,,,,
*ALLE:,l go to work,,,,,,
*LUCY:,They said,,,,,,
,because it was an inside wall,,,,,,
*ALLE:,drop the pants off at the house,,,,,,
,and I'll wash them John,,,,,,
*JOHN:,,,,,,,
*ANNE:,,,,,,,
*DAN:,Yeah but,UI,I2,UI,I2,MATCH,I2
,doesn't that uh,,,,,,
*JOHN:,Don't worry about it,,,,,,
*LUCY:,They said it wouldn't affect the soundproofing one way or the other,,,,,,
*ALLE:,,,,,,,
*JOHN:,Throw some,,,,,,
,Shout on there,,,,,,
*LIND:,,,,,,,
*DAN:,Doesn't the noise come in from the room,,,,,,
,from the dining room,,,,,,
*LUCY:,I don't know,,,,,,
*LUCY:,I'm,,,,,,
*LUCY:,I'm not gonna complain,,,,,,
*LUCY:,You laugh know laugh,,,,,,
,How can I complain,,,,,,
*DAN:,Now all we need to do is,,,,,,
,something to make that roof stop leak ing,,,,,,
*LUCY:,Leak stop,,,,,,
*JOHN:,H,,,,,,
*JOHN:,You have oil heat in your house,,,,,,
*LUCY:,Forced hot air,,,,,,
*LUCY:,Yeah,,,,,,
*JOHN:,Forced hot air,,,,,,
*LUCY:,So the air conditioning would have been a breeze for them to put in,,,,,,
*JOHN:,I know,,,,,,
,it would have been a breeze for them,,,,,,
*LUCY:,,,,,,,
*JOHN:,Yeah,,,,,,
*JOHN:,Just throw in a unit outside,,,,,,
*LUCY:,Yep,,,,,,
*JOHN:,Three ton unit,,,,,,
,or what are they called,,,,,,
*LUCY:,Mhm,,,,,,
*JOHN:,And uh,,,,,,
,hook that right into the central air,,,,,,
*LUCY:,I,,,,,,
*LUCY:,I was talking to Jimmy,,,,,,
*LUCY:,Yesterday,,,,,,
*LUCY:,He was in,,,,,,
,at the coffee shop,,,,,,
*LUCY:,And he said,,,,,,
,he's been f fielding calls all week from neighbors,,,,,,
*LUCY:,Who would love to have laugh their house done,,,,,,
,but it's a matter of,UI,T4,UI,T4,MATCH,
,point two decibels,,,,,,
*LUCY:,The people,,,,,,
,dir directly,,,,,,
,across the street diagonally from me,,,,,,
*LUCY:,Couldn't get it done because,,,,,,
,their,,,,,,
,decibel level,,,,,,
,was sixty five point two,,,,,,
,and it had to be sixty five,,,,,,
*LIND:,,,,,,,
*LUCY:,or something,,,,,,
*JOHN:,Gee laugh,,,,,,
*LUCY:,Stupid like that,,,,,,
*JOHN:,Wow,,,,,,
*LUCY:,So it,,,,,,
,it's a matter of percentage points,,,,,,
*LUCY:,And he said there's nothing you can do,,,,,,
*LUCY:,It's a federal regulation,,,,,,
*LIND:,,,,,,,
*LUCY:,It's FDA,,,,,,
,that,,,,,,
,one is danger,,,,,,
*LUCY:,is hazardous,,,,,,
*ANNE:,Yeah,,,,,,
*JOHN:,To your ears,,,,,,
*ANNE:,they have a cutoff,,,,,,
*LUCY:,to your hearing,,,,,,
*JOHN:,Yeah,,,,,,
*LUCY:,And the other isn't,,,,,,
*LUCY:,And he said they have to put a cutoff point,,,,,,
,and if they start changing their regulations,,,,,,
,then,,,,,,
,People who,,,,,,
,had theirs done three years ago,,,,,,
,and their neighbors across the street couldn't,,,,,,
,the neighbors across the l coming after them,,,,,,
*LUCY:,You know,,,,,,
*LUCY:,So,,,,,,
*DAN:,Why are they attacking him,,,,,,
,because you told him that uh,,,,,,
*LUCY:,No no no,,,,,,
*DAN:,you know these guys,,,,,,
*LUCY:,I don't know the neighbors,,,,,,
*DAN:,,,,,,,
*LUCY:,I don't know those people,,,,,,
*JOHN:,Oh,,,,,,
*LUCY:,So,,,,,,
,all of my immediate neighbors had it done,,,,,,
*DAN:,Oh,,,,,,
*LUCY:,Except for a few that refused,,,,,,
*LUCY:,Which I,,,,,,
,I couldn't understand,,,,,,
*JOHN:,Yeah,,,,,,
*LUCY:,Why they would refuse,,,,,,
*LUCY:,But,UI,T4,UI,I2,UNMATCH,I2
*ANNE:,God,,,,,,
*ANNE:,That's ridiculous,,,,,,
*LUCY:,I know,,,,,,
*ANNE:,I would take it,,,,,,
*LUCY:,I know it,,,,,,
*DAN:,They don't want people investigating their house Annette,,,,,,
*DAN:,,,,,,,
*JOHN:,Yeah,,,,,,
*JOHN:,That or they like the house the way it is,,,,,,
*JOHN:,They're just,,,,,,
*X:,l,,,,,,
*LUCY:,No,,,,,,
,because now they're kicking themselves,,,,,,
*LUCY:,There are three or four of them that said,,,,,,
,l,,,,,,
,if we had known,,,,,,
*ANNE:,Well,,,,,,
,I suppose at the,,,,,,
*ANNE:,at the time you,,,,,,
*LUCY:,At the time,,,,,,
*ANNE:,you think about,,,,,,
,having all those workmen,,,,,,
*LUCY:,Mm,,,,,,
*ANNE:,coming and going in your house,,,,,,
,and are you home,,,,,,
,and all that stuff,,,,,,
*LUCY:,Mhm,,,,,,
,But,TI,T4,TI,I1,UNMATCH,I1
,they had big meetings,,,,,,
*LUCY:,And,,,,,,
,these people never bothered to go to the meetings,,,,,,
*LUCY:,To find out exactly what they would be doing and,,,,,,
*JOHN:,Yeah,,,,,,
*JOHN:,Well y I c,,,,,,
*JOHN:,Some people just get stubborn,,,,,,
*LUCY:,Yeah,,,,,,
*JOHN:,You know I could see my mother,,,,,,
*LUCY:,Yeah,,,,,,
*JOHN:,Doing that,,,,,,
*JOHN:,Maybe,,,,,,
*X:,,,,,,,
*LUCY:,Yeah,,,,,,
*LIND:,Yeah,,,,,,
,if it's an older home,,,,,,
,you would think they'd,,,,,,
,wanna take advantage of anything they could get,,,,,,
*LUCY:,Yeah,,,,,,
*LIND:,You know to modernize it,,,,,,
*LUCY:,Mhm,,,,,,
*LIND:,or just to make it more e fficient,,,,,,
*JOHN:,Yeah,,,,,,
*JOHN:,But,UI,I1,UI,I2,UNMATCH,I1
,no,,,,,,
*LIND:,or,,,,,,
*LUCY:,Yeah,,,,,,
*JOHN:,Y,,,,,,
*JOHN:,I know what you mean,,,,,,
*JOHN:,But some people are just so con trary,UI,T4,UI,T4,MATCH,
*LIND:,You know,,,,,,
*LUCY:,I know,,,,,,
*LIND:,Oh no,,,,,,
,I mean,,,,,,
,I could see if it's someone that's,,,,,,
*JOHN:,yeah,,,,,,
*LIND:,you know,,,,,,
,kinda been,,,,,,
*JOHN:,You know,,,,,,
*LIND:,there for a hundred years and,,,,,,
,,,,,,,
*ALLE:,I wish the planes came over our house,,,,,,
*LIND:,likes it the way it is,,,,,,
*LUCY:,I know it,,,,,,
*LUCY:,You'd be all set,,,,,,
*DAN:,They'd want it falling apart around them,,,,,,
*DAN:,as they get older,,,,,,
*LUCY:,,,,,,,
,Now,,,,,,
*LIND:,,,,,,,
*LUCY:,Sab,,,,,,
*DAN:,Well you get planes coming over the house,,,,,,
*LIND:,,,,,,,
*DAN:,Now,,,,,,
*LUCY:,You do,,,,,,
*LUCY:,You have those helicopters too,,,,,,
,that land at the hospital,,,,,,
*LUCY:,They land at the,,,,,,
,that landing pad over,,,,,,
,by the Charles River,,,,,,
*ALLE:,l,,,,,,
,we get the ones that do the R,,,,,,
,traffic on Rutherford Avenue,,,,,,
*LUCY:,That's right too,,,,,,
*JOHN:,Yeah,,,,,,
*ALLE:,Too,,,,,,
*LUCY:,I think Sabina said,,,,,,
,her heat heating bill,,,,,,
*LUCY:,Was lower than half,,,,,,
*LIND:,,,,,,,
*LUCY:,Last year,,,,,,
*LUCY:,After she had the win dows,,,,,,
*JOHN:,I would bet,,,,,,
*ANNE:,No kidding,,,,,,
*LUCY:,because there's no draft,,,,,,
*LUCY:,They insulate all a round the windows with,,,,,,
*JOHN:,Yeah,,,,,,
*LUCY:,Pat said they b,,,,,,
*LUCY:,First they blew in insulation,,,,,,
*LUCY:,Then they shoved in insulation,,,,,,
,then they put more,,,,,,
,something else,,,,,,
*ANNE:,There's a bug in your hair,,,,,,
*LUCY:,on on top of that,,,,,,
*ANNE:,they're you go,,,,,,
*JOHN:,Well it's gonna make your house much ea sier to heat,,,,,,
*LUCY:,So,,,,,,
,Yeah,,,,,,
*LUCY:,Be much tighter,,,,,,
*JOHN:,Mu ch,,,,,,
*DAN:,What's Sab,,,,,,
*DAN:,Sabina's Frank's wife,,,,,,
*ANNE:,Mhm,,,,,,
*DAN:,Right,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,Frank probably had his house in fairly good shape though,,,,,,
*LUCY:,Well their son is a carpenter,,,,,,
*DAN:,I would think,,,,,,
*LUCY:,So,,,,,,
*DAN:,Yeah,,,,,,
*DAN:,And Frank's the type that would be puttering around,,,,,,
,at all sorts of things usually anyway,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,He seems to be,,,,,,
*DAN:,Or at least collecting,,,,,,
*LUCY:,No,,,,,,
,he col lects,,,,,,
*DAN:,At least collec ting I uh,,,,,,
*LUCY:,Mhm,,,,,,
*LUCY:,Sabina every,,,,,,
*LUCY:,Every l,,,,,,
*DAN:,Collecting old sinks,,,,,,
*LUCY:,she'll laugh say laugh,,,,,,
*X:,l,,,,,,
*LUCY:,Oh no,,,,,,
*DAN:,Put a cover on it,,,,,,
*LUCY:,wait and put it out in the morning,,,,,,
,he'll take l it in the cellar,,,,,,
*LIND:,,,,,,,
*DAN:,,,,,,,
*LUCY:,He does,,,,,,
*DAN:,Really,,,,,,
*LUCY:,he brings everything in the cellar,,,,,,
*DAN:,Put a co ver on it,,,,,,
*DAN:,Well they told you,,,,,,
*LUCY:,,,,,,,
*DAN:,that one day,,,,,,
,what did we bring out,,,,,,
,,,,,,,
*LUCY:,The sink,,,,,,
*DAVE:,Dan,,,,,,
*LUCY:,He took al,,,,,,
*LUCY:,Remember he took l,,,,,,
*DAVE:,It's a great game up here,,,,,,
*DAVE:,Patriots are down by,,,,,,
,seventeen now,,,,,,
*JOHN:,Oh jeepers,,,,,,
*DAN:,That's alright,,,,,,
,they'll come back,,,,,,
*DAVE:,They're doing good,,,,,,
*DAN:,They'll come back,,,,,,
*LUCY:,,,,,,,
*JOHN:,Bring back Doug Flutie,,,,,,
*LUCY:,,,,,,,
*DAN:,Nah,,,,,,
,he's not good enough to play in this league,,,,,,
*JOHN:,That's alright,,,,,,
*JOHN:,Put on the Canadian Football League,,,,,,
*JOHN:,Get some entertainment,,,,,,
*DAN:,,,,,,,
*JOHN:,Rather than handoff to Therman this guy,,,,,,
*JOHN:,And handoff to this guy,,,,,,
*DAN:,Actually they had a big problem with that,,,,,,
*DAN:,When they had a,,,,,,
,preseason game up,,,,,,
,in Toronto this year,,,,,,
*DAN:,One of the NFL preseason games was there,,,,,,
*JOHN:,Oh yeah,,,,,,
*DAN:,And it was like a thirteen to ten thriller,,,,,,
,with a lot of running,,,,,,
,Canadian fans just,,,,,,
,went away in droves,,,,,,
*DAN:,So like five thousand people showed up for it,,,,,,
,they were bored,,,,,,
,the way that it's played,,,,,,
*JOHN:,Yeah,,,,,,
*JOHN:,Once you get used to Canadian football,,,,,,
*JOHN:,I would imagine you'd,,,,,,
,it would be tough to f,,,,,,
*JOHN:,Be like watching soccer,,,,,,
*LIND:,Those clouds would mo ve,,,,,,
*LUCY:,,,,,,,
*DAN:,Well they have midgets up there,,,,,,
*DAN:,Midgets that can't play in the NFL up there,,,,,,
*JOHN:,Nah,,,,,,
*DAN:,Star and,,,,,,
*JOHN:,They could play,,,,,,
*JOHN:,They just,,,,,,
*ANNE:,I think your face is swollen,,,,,,
*ANNE:,I really do,,,,,,
*ANNE:,l at the side of his face,,,,,,
*ANNE:,Doesn't it look f funny,,,,,,
*LUCY:,Turn this way,,,,,,
*ANNE:,See how his lip goes down a little bit,,,,,,
*LUCY:,right here maybe,,,,,,
,yeah,,,,,,
*DAN:,Why,,,,,,
,what did he do,,,,,,
*ANNE:,,,,,,,
*LUCY:,This it's swollen right here,,,,,,
*LUCY:,It goes all,,,,,,
,right down this way,,,,,,
*ANNE:,Yeah,,,,,,
*ANNE:,It's on that side of his face,,,,,,
*LUCY:,Yeah,,,,,,
*JOHN:,No it's it's,,,,,,
*JOHN:,Might be swollen from the infection,,,,,,
*LIND:,Let me see,,,,,,
*ANNE:,Yeah,,,,,,
,that's what I mean,,,,,,
*ANNE:,Swollen from the infection,,,,,,
*DAN:,Oh that's the tooth here oh,,,,,,
*ANNE:,,,,,,,
*LUCY:,Yeah,,,,,,
*LUCY:,It's right here,,,,,,
*ANNE:,Don't you think,,,,,,
*ANNE:,Yeah,,,,,,
*LUCY:,Hm,,,,,,
*DAN:,What did you have done,,,,,,
*JOHN:,,,,,,,
,Basically nothing,,,,,,
*JOHN:,He just examined it,,,,,,
*JOHN:,He took an ex ray,,,,,,
,What he did is he,,,,,,
,he put a probe in between the gum and the tooth,,,,,,
,and it's supposed to only go in one millimeter in a healthy tooth,,,,,,
*DAN:,Yeah,,,,,,
*DAN:,I had the whole mouth done l,,,,,,
*DAN:,That's a real fun feeling,,,,,,
*JOHN:,And um,,,,,,
,it went in s ix millimeters,,,,,,
*DAN:,,,,,,,
*JOHN:,To right down in there,,,,,,
,he says this,,,,,,
,gum is breaking down,,,,,,
*JOHN:,But his analysis is,UI,T4,UI,T4,MATCH,
,I've got a crown here,,,,,,
*JOHN:,And the tooth under the crown,,,,,,
,that's that's,,,,,,
,whatever's left of it,,,,,,
,is c,,,,,,
*JOHN:,I must've cracked it,,,,,,
*LUCY:,Mm,,,,,,
*JOHN:,And through a period of weeks,,,,,,
,bacteria has gotten in there,,,,,,
,and it causes,,,,,,
*LIND:,So he knows it's infected,,,,,,
*LIND:,Did he give you an antibiotic,,,,,,
*JOHN:,Oh yeah,,,,,,
*JOHN:,I gi,,,,,,
*JOHN:,Oh yeah,,,,,,
*LIND:,l,,,,,,
*JOHN:,I took my first one,,,,,,
,go,,,,,,
*JOHN:,On my way up here,,,,,,
*ANNE:,,,,,,,
*JOHN:,I stopped at a store,,,,,,
*ANNE:,,,,,,,
*JOHN:,So I'm just looking at my watch,,,,,,
*LUCY:,Now how many,,,,,,
,How many a day,,,,,,
*JOHN:,Soon as he hits that grill,,,,,,
*JOHN:,I'm gonna take my supper pill,,,,,,
*ANNE:,,,,,,,
*JOHN:,,,,,,,
,,,,,,,
*LUCY:,l,,,,,,
*ANNE:,,,,,,,
*DAN:,,,,,,,
*JOHN:,,,,,,,
*LUCY:,,,,,,,
,l,,,,,,
*JOHN:,l,,,,,,
*ANNE:,,,,,,,
*LUCY:,,,,,,,
,,,,,,,
*JOHN:,uh Yeah I don't know,,,,,,
*JOHN:,It's really,,,,,,
,That's why I went out and bought the coffee,,,,,,
*JOHN:,l seemed to help,,,,,,
*JOHN:,Maybe it's the hot,,,,,,
*LUCY:,Soothe,,,,,,
*JOHN:,Yeah,,,,,,
*LUCY:,The warmth,,,,,,
*JOHN:,Cause well I just went to,,,,,,
*LUCY:,Mm,,,,,,
*JOHN:,an endodontist,,,,,,
*JOHN:,Cause I have an old dentist,,,,,,
*JOHN:,And he doesn't really,,,,,,
*LIND:,Just a general,,,,,,
*JOHN:,do emergencies,,,,,,
*JOHN:,He only works three days a week,,,,,,
*LIND:,,,,,,,
*LUCY:,Mm,,,,,,
*JOHN:,So he sent me to this root canal guy,,,,,,
*JOHN:,Like a couple years ago,,,,,,
*JOHN:,Who was good,,,,,,
*JOHN:,So I called him,,,,,,
,and he said oh,,,,,,
,you know,,,,,,
*JOHN:,Yeah,,,,,,
,come on over,,,,,,
*JOHN:,I don't know if it's a root canal thing,,,,,,
,and he said gee,,,,,,
,it's not a root canal,,,,,,
*JOHN:,He said that,,,,,,
*DAVE:,Danny,,,,,,
,you just missed the best play of the game,,,,,,
*DAVE:,The Buffalo punt returner,,,,,,
,just stood up five Patriot guys,,,,,,
*DAVE:,And ran it in for a touchdown,,,,,,
*JOHN:,l,,,,,,
*LUCY:,,,,,,,
*JOHN:,What's the score now,,,,,,
*LUCY:,,,,,,,
*DAVE:,Thirty eight to four teen,,,,,,
*LUCY:,Oh laugh God laugh,,,,,,
*JOHN:,l,,,,,,
*LUCY:,,,,,,,
*JOHN:,Depressing,,,,,,
*LIND:,Who's quarterback,,,,,,
*DAVE:,After,,,,,,
*DAVE:,After they fumbled a snap,,,,,,
,and Bledsoe recovered it in the end zone,,,,,,
*LIND:,l,,,,,,
*DAVE:,And out of pity,,,,,,
,the ref gave it not a safety,,,,,,
*LUCY:,,,,,,,
*DAVE:,And let em have it on the half yard line,,,,,,
*LUCY:,,,,,,,
*JOHN:,Dave,,,,,,
*LUCY:,They have that TV really loud Linda,,,,,,
*JOHN:,Find out the Atlanta score for me,,,,,,
*JOHN:,If you see it in TV,,,,,,
*LUCY:,I can hear it,,,,,,
,down here,,,,,,
*DAN:,Who they playing John,,,,,,
*JOHN:,I don't even know who they're playing,,,,,,
*JOHN:,I forget,,,,,,
*LIND:,David who they playing,,,,,,
*DAN:,I just saw some s cores,,,,,,
*DAVE:,What,,,,,,
*LIND:,Who are they playing,,,,,,
*DAVE:,Buffalo,,,,,,
*JOHN:,But I finally get into a football pool this year,TI,T4,TI,T4,MATCH,
*JOHN:,I got so,,,,,,
*DAN:,,,,,,,
*JOHN:,sick of everybody,,,,,,
*LIND:,,,,,,,
*JOHN:,checking scores Monday morning,,,,,,
,I fel t uh,,,,,,
*LUCY:,,,,,,,
*DAN:,l,,,,,,
*LUCY:,Left out,,,,,,
*JOHN:,Left out,,,,,,
*LUCY:,,,,,,,
*JOHN:,yeah I felt uh de prived,,,,,,
*DAN:,l,,,,,,
*JOHN:,X,,,,,,
*LUCY:,,,,,,,
*DAN:,You wanna waste your dollar,,,,,,
,like everybo dy else every week,,,,,,
*ANNE:,,,,,,,
*LUCY:,Oh,,,,,,
*DAVE:,Danny,,,,,,
,you wanna play football,,,,,,
*JOHN:,Nah this is just a g local thing,,,,,,
*DAN:,Ah,,,,,,
,not right now Dave,,,,,,
*JOHN:,So,,,,,,
*DAN:,,,,,,,
*DAVE:,Will you play later,,,,,,
*DAN:,I don't know,,,,,,
*JOHN:,It was a hundred dollars,,,,,,
*DAN:,I'll keep telling you not right now,,,,,,
*JOHN:,to cover the whole season,,,,,,
*DAN:,until the day just goes by maybe,,,,,,
*DAVE:,Hunh,,,,,,
*JANE:,I don't care,,,,,,
*GLEN:,My turn to play,,,,,,
*DAVE:,Yeah,,,,,,
*DAVE:,Danny just said he might play later,,,,,,
*JANE:,,,,,,,
*ANNE:,I wasted my time,,,,,,
*JOHN:,,,,,,,
*ANNE:,It's too bad the sun didn't come out,,,,,,
*ANNE:,,,,,MATCH,23,
@End,,,,,UNMATCH,16,
