speaker,script,position1,function1,position2,function2,match,agreement
*JOHN:,(.) C- oh . ,,,,,,
*JOHN:,(.) Oh ⌈ God . ,,,,,,
*LUCY:,       ⌊ They did it in ⌋ . ,,,,,,
*JOHN:,(.) Too bad you ⌉ couldn't've ⌈2 got in on that ⌉2 . ,,,,,,
*LUCY:,                              ⌊2 Connecticut ⌋2 . ,,,,,,
*LUCY:,Connecticut and Rhode Island got the central air ⌈3 conditioning ⌉3 . ,,,,,,
*JOHN:,                                                 ⌊3 ʔAh: ⌋3 . ,,,,,,
*LUCY:,But they didn't ,TI,T1,TI,T4,UNMATCH,T1
,(.) ⌈ They ⌉ +... ,,,,,,
*ANNE:,    ⌊ That⌋'s good for about three grand . ,,,,,,
*LUCY:,Yeah . ,,,,,,
*LUCY:,they stopped it by the ⌈ time ⌉ . ,,,,,,
*ALLE:,                       ⌊ Could you ⌋ move your house ⌈2 over there (.) ⌉2 John . ,,,,,,
*LUCY:,                                                     ⌊2 they got up here ⌋2 . ,,,,,,
*ALLE:,and have the planes ⌈3 go over ⌉3 . ,,,,,,
*LUCY:,                    ⌊3 I know ⌋3 . ,,,,,,
*JOHN:,Yeah [% laugh] . ,,,,,,
*ANNE:,&=laugh &=laugh &=laugh . ,,,,,,
*JOHN:,&=laugh ⌈ &=laugh &=laugh ⌉ . ,,,,,,
*LUCY:,        ⌊ &=in ⌋ You ⌈2 know actually ⌉2 though . ,,,,,,
*ALLE:,                     ⌊2 &=laugh &=lengthened ⌋2 . ,,,,,,
*LUCY:,you ⌈3 can still ⌉3 hear the planes . ,,,,,,
*JOHN:,    ⌊3 &{l=X We may &}l=X ⌋3 . ,,,,,,
*JOHN:,(..) I was just ⌈4 gonna ask you ⌉4 . ,,,,,,
*LUCY:,                ⌊4 I mean it's not ⌋4 ,,,,,,
,It +/. ,,,,,,
*LUCY:,&=in S- +/. ,,,,,,
*LUCY:,Sabina said ,,,,,,
,(.) she had hers done last fall . ,,,,,,
*X:,&=SNIFF . ,,,,,,
*LUCY:,And she said ,,,,,,
,(..) she could notice ,,,,,,
,(.) a b:ig difference in the winter . ,,,,,,
*LUCY:,(..) But in the summer ,UI,T2,UI,T2,MATCH,
,when you have your windows open anyway ? ,,,,,,
*JOHN:,(..) Oh yeah . ,,,,,,
*LUCY:,It really doesn't make ⌈ any difference for her ⌉ . ,,,,,,
*AL:,                       ⌊ Well that's why you should've made a ⌋ case for the air conditioning . ,,,,,,
*JOHN:,⌈2 That's right ⌉2 . ,,,,,,
*AL:,⌊2 You know I wouldn't have ⌋2 to open my windows . ,,,,,,
*JOHN:,⌈3 Yeah ⌉3 . ,,,,,,
*LUCY:,⌊3 I know ⌋3 . ,,,,,,
*DAN:,⌊3 (.) &=laugh ⌋3 &=laugh &=laugh &=laugh . ,,,,,,
*LUCY:,(..) But that ,TI,T4,TI ,T4,MATCH,
,that was what the d- ,,,,,,
,(.) the guy that came ,,,,,,
,(.) the first day from Mass Port said . ,,,,,,
*LUCY:,&=in boy ,,,,,,
,unfortunately ,,,,,,
,(..) you're a couple of years &{l=@ too late for the air conditioning &}l=@ . ,,,,,,
*JOHN:,(.) Ah: ,,,,,,
,⌈ that would ⌉ be ⌈2 beautiful ⌉2 . ,,,,,,
*DAN:,⌊ X ⌋ . ,,,,,,
*LUCY:,                  ⌊2 &=in &=ex ⌋2 . ,,,,,,
*DAN:,How much complaining: can you do . ,,,,,,
*DAN:,What did they spend on your ⌈ house . ,,,,,,
*LUCY:,                            ⌊ Oh it had +... ,,,,,,
*DAN:,probably twenty-f⌉ive thousand . ,,,,,,
*LUCY:,It has to ⌋ +/. ,,,,,,
*LUCY:,      ⌈2 Oh more than ⌉2 ⌈3 that Dan ⌉3 . ,,,,,,
*DAN:,&{l=X ⌊2        Thirty⌋2-⌊3five &}l=X thousand ⌋3 ? ,,,,,,
*JOHN:,                         ⌊3 More ⌋3 . ,,,,,,
*LUCY:,(.) More than that . ,,,,,,
*DAN:,(..) Like I said . ,,,,,,
*DAN:,(..) ʔuh Just give me the money and . ,,,,,,
*LUCY:,Mhm . ,,,,,,
*DAN:,you can have the house . ,,,,,,
*DAN:,(..) &=in ,,,,,,
,(..) We'll start somewhere else . ,,,,,,
*DAN:,(..) It is a really strange regulation though . ,,,,,,
*DAN:,(.) U:m ,,,,,,
,(..) did all this work ,,,,,,
,(..) just so they could . ,,,,,,
*JOHN:,(..) Come in ⌈ and tear it ⌉ ⌈2 down ⌉2 . ,,,,,,
*LUCY:,             ⌊ So that you ⌋ ⌊2 can't s⌋2:- +... ,,,,,,
*DAN:,                             ⌊2 come ⌋2 ,,,,,,
,tear ⌈3 it [% laugh] down [% laugh] ⌉3 . ,,,,,,
*LUCY:,     ⌊3 I know ⌋3 . ,,,,,,
*DAN:,(.) &=in And [% laugh] get in the carpen⌈4ters' &{l=X way &}l=X ⌉4 . ,,,,,,
*LUCY:,                                        ⌊4 But they ⌋4 +/. ,TI,I2,TI,I2,MATCH,
*LUCY:,You s⌈5ign a c⌉5ontract . ,,,,,,
*DAN:,     ⌊5 &{l=X Really [% laugh] &}l=X ⌋5 ? ,,,,,,
*LUCY:,that you can't sue them for noise pollution . ,,,,,,
*LUCY:,(..) ⌈ For at least ⌉ twenty years after the work is completed . ,,,,,,
*DAN:,     ⌊ &{l=X But since &}l=X ⌋ +/. ,TI,I2,TI,I2,MATCH,
*DAN:,But for them it⌈2's uh: ⌉2 . ,UI,T4,UI,T4,MATCH,
*LUCY:,               ⌊2 &=laugh &=lengthened ⌋2 . ,,,,,,
*DAN:,(.) you know ,,,,,,
,(.) for the workers themsel⌈ves it's ⌉ like . ,,,,,,
*ANNE:,                           ⌊ Hunh ⌋ . ,,,,,,
*DAN:,(..) The room was b- +/. ,,,,,,
*DAN:,(..) The room didn't even have anything up John . ,,,,,,
*DAN:,There was no ,,,,,,
,(..) No walls ,,,,,,
,nothing . ,,,,,,
*LUCY:,(..) We put ⌈ the walls up ⌉ . ,,,,,,
*DAN:,            ⌊ They could've just p ⌋ opped them ,,,,,,
,Yeah . ,,,,,,
*JOHN:,⌈ Yeah ⌉ . ,,,,,,
*DAN:,⌊ They c⌋ould've just popped the windows out . ,,,,,,
*DAN:,Without any trou⌈2ble . ,,,,,,
*LUCY:,                ⌊2 Hm ⌋2 . ,,,,,,
*DAN:,Put ⌉2 the windows back ,,,,,,
,(.) put the ⌈3 new win⌉3dows in . ,,,,,,
*LUCY:,            ⌊3 Yeah ⌋3 . ,,,,,,
*DAN:,(..) &=in They had to come in and tear stuff down . ,,,,,,
*LUCY:,Yeah . ,,,,,,
*LUCY:,(..) &=in And of course ,,,,,,
,(.) the stuff that we put up ,,,,,,
,(..) wasn't first quality ,,,,,,
,because ,,,,,,
,w:- why would we ⌈ spend the ⌉ money . ,,,,,,
*JOHN:,                 ⌊ Yeah [% laugh] ⌋ . ,,,,,,
*LUCY:,if they're gonna replace it if they crack it ,,,,,,
,(.) &=in so everything they touched . ,,,,,,
*ALLE:,Did they take the ⌈ woodwork down . ,,,,,,
*DAN:,                  ⌊ We made sure we used stuff that they'd crack ⌋ . ,,,,,,
*ALLE:,that Danny put in your k ⌋ itchen ? ,,,,,,
*LUCY:,(.) Yes ,,,,,,
,they put up stuff that was worth three times the ⌈ money ⌉ . ,,,,,,
*ALLE:,                                                 ⌊ And they ⌋ told you to f- +/. ,,,,,,
*ALLE:,(..) ⌈2 you had to do that ⌉2 . ,,,,,,
*LUCY:,     ⌊2 Well ,,,,,,
,it had ⌋2 to be existing . ,,,,,,
*LUCY:,In order for them to replace ⌈3 it ⌉3 . ,,,,,,
*ALLE:,                             ⌊3 Oh⌋3⌈4: ⌉4 . ,,,,,,
*DAN:,                                    ⌊4 We had to fin⌋4⌈5ish that whole second-floor room ⌉5 . ,,,,,,
*LUCY:,                                                      ⌊5 They had to bring out whatev- ⌋5 +/. ,,,,,,
*LUCY:,(..) You know ,,,,,,
,the +/. ,,,,,,
*LUCY:,(..) It was (.) like a tradeoff . ,,,,,,
*ALLE:,(.) ⌈ Ah: ⌉ . ,,,,,,
*AL:,    ⌊ What did they ⌋ do upstairs Lucy . ,,,,,,
*AL:,Anything ? ,,,,,,
*LUCY:,(..) U:m ,,,,,,
,(..) well ,,,,,,
,in the ,,,,,,
,you know the r- +/. ,,,,,,
*LUCY:,(..) There's a room off my bedroom . ,,,,,,
*LUCY:,(..) That used to be a porch ? ,,,,,,
*LUCY:,(..) ⌈ That Dan⌉ny and I put the walls in . ,,,,,,
*AL:,     ⌊ Mhm ⌋ ? ,,,,,,
*DAN:,(..) That ⌈2 Joe built ⌉2 . ,,,,,,
*LUCY:,          ⌊2 And then we put a ⌋2 cei- +/. ,,,,,,
*LUCY:,You know ,,,,,,
,it was the r- +... ,,,,,,
*AL:,&=laugh &=ex ⌈ &=lengthened ⌉ . ,,,,,,
*ANNE:,             ⌊ &{l=@ The room ⌋ ⌈2 that Joe built &}l=@ . ,,,,,,
*LUCY:,                                ⌊2 house that Joe built ⌋2 . ,,,,,,
*DAN:,                                ⌊2 With everything in si⌋2⌈3deways ⌉3 . ,,,,,,
*ANNE:,&=laugh &=laugh ⌉2 . ,,,,,,
*JOHN:,                                                          ⌊3 &=laugh &=laugh &=laugh &=laugh ⌋3 . ,,,,,,
*LUCY:,                                                          ⌊3 (.) All ⌋3 ⌈4 the windows were sideways . ,,,,,,
*DAN:,                                                                        ⌊4 &=laugh &=ex &=laugh &=in &=laugh &=ex &=laugh &=in &=laugh &=laugh &=lengthened ⌋4 &=laugh &=laugh ⌈5 &=laugh &=laugh ⌉5 ⌈6 &=laugh &=laugh &=laugh &=laugh &=in &=laugh &=laugh &=laugh &=in &=lengthened ⌉6 . ,,,,,,
*LUCY:,they ⌉4 +... ,,,,,,
*LIND:,                                                                                                                                                                               ⌊5 Hunh [% laugh] ⌋5 . ,,,,,,
*LUCY:,                                                                                                                                                                               ⌊5 We ⌋5              ⌊6 went in ,,,,,,
,and we just threw up wood ,,,,,,
,to straighten every⌋6thing out ,,,,,,
,and put (..) woodwork on . ,,,,,,
*LUCY:,(..) They came in and they said ,,,,,,
,(..) while we were ⌈ working on it . ,,,,,,
*LIND:,                   ⌊ &=COUGH &=lengthened ⌋ . ,,,,,,
*LUCY:,they said ⌋ ,,,,,,
,oh well gee ,,,,,,
,you really need two sheets of sheetrock . ,,,,,,
*LUCY:,(.) ʔAt least ,,,,,,
,for insula- +/. ,,,,,,
*LUCY:,for soundproof insulation . ,,,,,,
*LUCY:,&=in (.) If you don't feel like putting it up ,,,,,,
,we'll put it up when we come in . ,,,,,,
*LUCY:,So we decided . ,,,,,,
*AL:,(..) Not to b⌈other . ,,,,,,
*LUCY:,             ⌊ Hey ,,,,,,
,&{l=@ let them do ⌋ ⌈2 it . ,,,,,,
*AL:,Why bother ⌉ . ,,,,,,
*AL:,                    ⌊2 Let them deal with ⌋2 ⌈3 it ⌉3 . ,,,,,,
*ANNE:,                    ⌊2 &=laugh &=lengthened ⌋2 . ,,,,,,
*JOHN:,                    ⌊2 (.)               Mm⌋2⌊3: ⌋3 . ,,,,,,
*LUCY:,(.) You ⌉2                                   ⌊3 know &}l=@ ⌋3 ? ,,,,,,
*DAN:,                                             ⌊3 Well ⌋3 ⌈4 we put ⌉4 one ceiling up . ,,,,,,
*AL:,                                                        ⌊4 &{l=X Sure &}l=X ⌋4 . ,,,,,,
*LUCY:,We put one up . ,,,,,,
*LUCY:,But they put the second ⌈ one . ,UI,T1,UI,T2,UNMATCH,T2
*DAN:,                        ⌊ ʔuh And they re⌋⌈2qui:re you have a ⌉2 f:- +... ,,,,,,
*X:,                        ⌊ &=SNIFF ⌋ . ,,,,,,
*LUCY:,and they put ⌉                            ⌊2 the stuff in between ⌋2 . ,,,,,,
*DAN:,(.) You had to have it fini- +/. ,,,,,,
*DAN:,Well you had to have it finished anyway . ,,,,,,
*DAN:,For them to ⌈ tear it down . ,,,,,,
*LUCY:,            ⌊ Well then we put . ,,,,,,
*DAN:,&{l=X but they were gonna put in the &}l=X ⌉ +... ,TI,T1,TI,T1,MATCH,T1
*LUCY:,we p:ut the baseboard ⌋ heat . ,,,,,,
*LUCY:,We put electric baseboard heat in . ,,,,,,
*LUCY:,(.) &=in U:m ,,,,,,
,because it had to be a heated room . ,,,,,,
*LUCY:,(..) But they put all new windows in ,UI,T4,UI,T2,UNMATCH,T4
,and we put up the junk (..) woodwork ,,,,,,
,(.) and they ⌈ put up ⌉ . ,,,,,,
*DAN:,             ⌊ &{l=X That was a &}l=X ⌋ +... ,,,,,,
*AL:,(..) Hm . ,,,,,,
*DAN:,It was great working in &{l=X that room &}l=X ,,,,,,
,We +/. ,,,,,,
*DAN:,We'd make these measurements . ,,,,,,
*DAN:,Like ,,,,,,
,⌈ you had to measure ⌉ . ,,,,,,
*LUCY:,⌊ &=laugh &=lengthened ⌋ ,,,,,,
,(.) &=laugh ⌈2 &=laugh &=laugh ⌉2 . ,,,,,,
*DAN:,            ⌊2 You put up ⌋2 a [% laugh] piece [% laugh] of plas- . ,,,,,,
*LUCY:,ʔuh &=laugh (.) &=laugh &=in ⌈3 &=lengthened &=ex ⌉3 . ,,,,,,
*DAN:,                             ⌊3 plaster⌋3board . ,,,,,,
*DAN:,You'd have to measure like . ,,,,,,
*ALLE:,(.) How ⌈ about ⌉ +... ,,,,,,
*DAN:,        ⌊ every ⌋ two feet along ,,,,,,
,⌈2 So they . ,,,,,,
*LUCY:,⌊2 &{l=@ Because they had varied so much ⌋2 . ,,,,,,
*DAN:,&=in you know it'd go from like ⌉2 . ,,,,,,
*LUCY:,It's ⌈3 just &}l=@ ⌉3 . ,,,,,,
*X:,     ⌊3 &=SNIFF ⌋3 ⌈4 &=lengthened ⌉4 . ,,,,,,
*DAN:,     ⌊3 eight feet l⌋3⌊4ong ⌋4 ⌈5 in one ⌉5 spot . ,,,,,,
*LUCY:,                               ⌊5 &=in ⌋5 . ,,,,,,
*DAN:,to like ,,,,,,
,seven feet ⌈ six inches o⌉ver here or ⌈2 something ⌉2 . ,,,,,,
*LUCY:,           ⌊ &=ex &=in But ʔy- ⌋ +/. ,TI,I2,TI,I2,MATCH,
*LUCY:,                                      ⌊2 But that wasn't ⌋2 bad ,UI,T4,TI,T1,UNMATCH,T1
,when you consider that ⌈3 Joe⌉3: ⌈4 used old ⌉4 doors . ,,,,,,
*DAN:,                       ⌊3 &=laugh ⌋3 . ,,,,,,
*LIND:,                                 ⌊4 &=COUGH ⌋4 . ,,,,,,
*LUCY:,that he ⌈5 found in &{l=@ garbage ⌉5 ⌈6 buckets ⌉6 . ,,,,,,
*DAN:,        ⌊5 &=laugh &=laugh &=laugh &=laugh ⌋5 ⌊6 &=laugh &=laugh ⌋6 . ,,,,,,
*ANNE:,                                     ⌊6 &=laugh &=ex ⌋6 ⌈7 &=lengthened &=laugh &=in ⌉7 . ,,,,,,
*LUCY:,                                                        ⌊7 from other people's ⌋7 homes &}l=@ . ,,,,,,
*X:,⌈8 &=ex ⌉8 &=lengthened . ,,,,,,
*LUCY:,⌊8 &=laugh &=in ⌋8 ,,,,,,
,&=laugh ⌈9 &=laugh ⌉9 . ,,,,,,
*DAN:,        ⌊9 Oh ⌋9 ⌈ is he . ,,,,,,
*ALLE:,                 ⌊ &{l=X Well uh &}l=X ⌋ . ,,,,,,
*DAN:,did he ⌉ have uh ,,,,,,
,Frank out uh ,,,,,,
,(..) ⌈ Did he have ⌉ uh . ,,,,,,
*LUCY:,     ⌊ &=in ⌋ . ,,,,,,
*DAN:,Frank out hunting ⌈2 for em ⌉2 . ,,,,,,
*LUCY:,                  ⌊2 &=laugh &=laugh ⌋2 . ,,,,,,
*DAN:,&{l=X in the &}l=X . ,,,,,,
*LUCY:,&=laugh ⌈ He probably did . ,,,,,,
*DAN:,        ⌊ on garbage day ? ,,,,,,
*DAN:,&=laugh &=laugh &=laugh &=laugh ⌋ . ,,,,,,
*LUCY:,&=laugh ⌉ . ,,,,,,
*ALLE:,(..) Can ⌈2 you get them ⌉2 to put some of them toilet seats in . ,,,,,,
*DAN:,         ⌊2 Yeah ⌋2 . ,,,,,,
*ALLE:,that they put in the: uh (.) Navy ? ,,,,,,
*X:,(..) &=in &=lengthened . ,,,,,,
*LIND:,&=SNIFF . ,,,,,,
*ALLE:,Seven-hundred dollars ap⌈iece ⌉ ? ,,,,,,
*LUCY:,                        ⌊ Oh: ⌋ ,,,,,,
,&=laugh &=ex &=lengthened ⌈ &=lengthened &=laugh &=laugh ⌉ . ,,,,,,
*DAN:,                          ⌊ They come close ⌋ Dad . ,,,,,,
*DAN:,(..) I didn't see in Lucy's house yet but ,UI,T1,UI,T1,MATCH,T1
,(..) I don't have to cause ,,,,,,
,(..) Johny gave me the ,,,,,,
,(..) the guided tour ,,,,,,
,I couldn't get ,,,,,,
,I couldn't get rid of Johny one ⌈ day &{l=X for &}l=X ⌉ . ,,,,,,
*LUCY:,                                ⌊ I know it ⌋ . ,,,,,,
*DAN:,(..) ⌈2 I was out on their porch XXXX ⌉2 . ,,,,,,
*LUCY:,     ⌊2 &=in did Johny didn't have the French ⌋2 doors though . ,,,,,,
*LUCY:,The French doors are ⌈3 gorgeous ⌉3 . ,,,,,,
*DAN:,                     ⌊3 He had ⌋3 doors put on ⌈4 the back ⌉4 . ,,,,,,
*LUCY:,                                               ⌊4 He had the ⌋4 sli⌈5ders ⌉5 . ,,,,,,
*DAN:,                                                                   ⌊5 Yeah ⌋5 . ,,,,,,
*DAN:,He had ⌈6 sliders &{l=X put on the din- &}l=X ⌉6 . ,,,,,,
*LUCY:,       ⌊6 But these are insi⌋6:de French doors ,TI,T3,TI,T1,UNMATCH,T3
,that they put on the living room . ,,,,,,
*LUCY:,You know that (..) archway between the living room and the dining room- ? ,,,,,,
*LUCY:,And ⌈ the um ⌉ . ,,,,,,
*LIND:,    ⌊ &=SNIFF ⌋ . ,,,,,,
*DAN:,Yeah . ,,,,,,
*LUCY:,(..) hall ? ,,,,,,
*LUCY:,(.) &=in (..) They're b⌈eautiful ⌉ . ,,,,,,
*DAN:,                       ⌊ He didn't ⌋ have any ,,,,,,
,(..) ʔuh Johny doesn't have any openings like that in ⌈2 his house ⌉2 . ,,,,,,
*LUCY:,                                                      ⌊2 &{l=X Yeah &}l=X ⌋2 . ,,,,,,
*DAN:,(..) ⌈3 &{l=X Yeah &}l=X ⌉3 but the doors they put in . ,UI,T4,UI,T1,UNMATCH,T4
*X:,     ⌊3 &=THROAT ⌋3 . ,,,,,,
*DAN:,they removed a ,,,,,,
,(..) He had like ,,,,,,
,two-year-old (..) top-of-the-line Andersen sliding glass windows in . ,,,,,,
*DAN:,(..) Going out to the porch . ,,,,,,
*DAN:,(..) And they (..) tore them out . ,,,,,,
*LUCY:,(..) Yeah⌈: ⌉ . ,,,,,,
*DAN:,         ⌊ Rep⌋laced that stuff ,,,,,,
,they replaced em with was like ,,,,,,
,(..) five-thousand dollar door or ⌈ something ⌉ . ,,,,,,
*LUCY:,                                  ⌊ Yeah ⌋ . ,,,,,,
*DAN:,That was what J⌈2ohny s⌉2aid ⌈3 they're asking for ⌉3 . ,,,,,,
*LUCY:,               ⌊2 Yeah ⌋2 ,,,,,,
,                           ⌊3 Because the insul⌋3ation is unbelievable in them . ,,,,,,
*DAN:,(..) Three panes of glass . ,,,,,,
*LUCY:,Yeah . ,,,,,,
*DAN:,(..) Fifteen-pound brass handles on them X . ,,,,,,
*LUCY:,(.) Mhm ,,,,,,
,(..) Now they use all brass ,,,,,,
,(..) they put a uh +/. ,,,,,,
*LUCY:,(..) Our front door has two locks now . ,,,,,,
*LUCY:,It has the ,,,,,,
,(..) the one like we had ,,,,,,
,the deadbolt . ,,,,,,
*LUCY:,(..) And then it has the knob lock . ,,,,,,
*LUCY:,(.) But it's ,UI,T4,UI,T1,UNMATCH,T4
,ʔy- you use the same key for both of them ? ,,,,,,
*LUCY:,(..) And that's all brass . ,,,,,,
*LUCY:,They put all brass fixtures on the ,,,,,,
,(..) French doors in the living room . ,,,,,,
*DAN:,(..) Those aren't even (..) going anywhere . ,,,,,,
*LUCY:,No . ,,,,,,
*LUCY:,I know [% laugh] . ,,,,,,
*DAN:,Did they make you put a door to the ,,,,,,
,they put a door on the ,,,,,,
,(..) room going into the dining roo⌈:m ? ,,,,,,
*LUCY:,                                   ⌊ No ,,,,,,
,they didn't need ⌋ ⌈2 one there ⌉2 . ,,,,,,
*DAN:,&{l=X so it wouldn't &}l=X X ⌉ ⌊2 XX ⌋2 . ,,,,,,
*ALLE:,                   ⌊2 &{l=X When you &}l=X ⌋2 ⌈3 (.) go to work ⌉3 . ,,,,,,
*LUCY:,                                              ⌊3 They said ,,,,,,
,because it ⌋3 was an ⌈4 inside wall ⌉4 . ,,,,,,
*ALLE:,                     ⌊4 drop the pants off ⌋4 at the house ,,,,,,
,and I'll wash ⌈5 them John ⌉5 . ,,,,,,
*JOHN:,              ⌊5 &=laugh &=laugh &=laugh ⌋5 ⌈6 &=laugh ⌉6 . ,,,,,,
*ANNE:,                                            ⌊6 &=laugh ⌋6 ⌈7 &=in &=laugh ⌉7 . ,,,,,,
*DAN:,                                                          ⌊7 Yeah but ,UI,I2,UI,I2,MATCH,I2
,doesn't that ⌋7 uh . ,,,,,,
*JOHN:,Don't worry ⌈8 about it ⌉8 . ,,,,,,
*LUCY:,            ⌊8 They said it ⌋8 wouldn't ⌈9 affect ⌉9 the ⌈ soundproof⌉ing one way or the other . ,,,,,,
*ALLE:,                                        ⌊9 X ⌋9 . ,,,,,,
*JOHN:,                                                         ⌊ Throw some ⌋ ,,,,,,
,Shout on there . ,,,,,,
*LIND:,&=SNIFF . ,,,,,,
*DAN:,(..) Doesn't the noise come in from the room ,,,,,,
,(..) from the dining room ? ,,,,,,
*LUCY:,(..) I don't know ? ,,,,,,
*LUCY:,(..) I'm +/. ,,,,,,
*LUCY:,(..) I'm not gonna complain . ,,,,,,
*LUCY:,&=in You [% laugh] know [% laugh] &=laugh ,,,,,,
,(..) How can I complain . ,,,,,,
*DAN:,(.) Now all we need to do is ,,,,,,
,something to make that (..) ⌈ roof stop leak⌉⌈2ing ⌉2 . ,,,,,,
*LUCY:,                            ⌊ Leak stop ⌋ . ,,,,,,
*JOHN:,                                             ⌊2 H- ⌋2 +/. ,,,,,,
*JOHN:,(..) You have oil heat in your house . ,,,,,,
*LUCY:,(..) Forced hot air . ,,,,,,
*LUCY:,(.) Yeah . ,,,,,,
*JOHN:,Forced hot air . ,,,,,,
*LUCY:,(..) So the air conditioning would have been a bree⌈ze for them to put in . ,,,,,,
*JOHN:,                                                   ⌊ I know ,,,,,,
,it would have been a breeze for them . ,,,,,,
*LUCY:,&=in &=laugh &=lengthened ⌉ . ,,,,,,
*JOHN:,Yeah . ,,,,,,
*JOHN:,Just ⌋ throw in a unit outside . ,,,,,,
*LUCY:,Yep . ,,,,,,
*JOHN:,Three-ton unit ,,,,,,
,or what are they ⌈ called ⌉ . ,,,,,,
*LUCY:,                 ⌊ M⌋hm . ,,,,,,
*JOHN:,(..) And uh ,,,,,,
,(..) hook that right into the (..) central air . ,,,,,,
*LUCY:,(.) &=in ʔI- +/. ,,,,,,
*LUCY:,I was talking to Jimmy . ,,,,,,
*LUCY:,(..) Yesterday . ,,,,,,
*LUCY:,He was in ,,,,,,
,(..) at the coffee shop . ,,,,,,
*LUCY:,&=in And he said ,,,,,,
,he's been f- (.) fielding calls all week from neighbors . ,,,,,,
*LUCY:,(..) Who would love to have [% laugh] their house done ,,,,,,
,&=in (..) but it's a matter of ,UI,T4,UI,T4,MATCH,
,(..) point two decibels . ,,,,,,
*LUCY:,(..) The people ,,,,,,
,(..) dir- (..) directly ,,,,,,
,(..) across the street (.) diagonally from me . ,,,,,,
*LUCY:,(..) Couldn't get it done because ,,,,,,
,(..) their ,,,,,,
,(..) decibel level ,,,,,,
,was s:ixty-five point two ,,,,,,
,and it had to ⌈ be six⌉ty-five . ,,,,,,
*LIND:,              ⌊ &=SNIFF ⌋ . ,,,,,,
*LUCY:,or something . ,,,,,,
*JOHN:,Gee⌈: [% laugh] ⌉ . ,,,,,,
*LUCY:,   ⌊ S⌋tupid like that . ,,,,,,
*JOHN:,(.) W:ow . ,,,,,,
*LUCY:,(.) So it ,,,,,,
,it's a matter of percentage points . ,,,,,,
*LUCY:,(..) &=in And he said there's nothing you can do . ,,,,,,
*LUCY:,It's a federal regulation . ,,,,,,
*LIND:,&=SNIFF . ,,,,,,
*LUCY:,&=in It's FDA ,,,,,,
,(..) that ,,,,,,
,(..) o:ne is danger- +/. ,,,,,,
*LUCY:,(.) is: (..) hazardous . ,,,,,,
*ANNE:,(.) ⌈ Yeah ⌉ . ,,,,,,
*JOHN:,    ⌊ To your ⌋ ⌈2 ears . ,,,,,,
*ANNE:,                ⌊2 they have a cutoff ⌋2 . ,,,,,,
*LUCY:,                ⌊2 to your hearing ⌋2 . ,,,,,,
*JOHN:,Yeah ⌉2 . ,,,,,,
*LUCY:,(..) And the other isn't . ,,,,,,
*LUCY:,And he said they have to put a cutoff point ,,,,,,
,&=in and if they start (..) changing their regulations ,,,,,,
,then ,,,,,,
,(..) People who ,,,,,,
,(..) had theirs done three years ago ,,,,,,
,(..) and their neighbors across the street couldn't ,,,,,,
,the neighbors across the &{l=@ street are gonna be &}l=@ coming after them . ,,,,,,
*LUCY:,(.) You know ? ,,,,,,
*LUCY:,(.) So . ,,,,,,
*DAN:,(..) Why are they attacking him ,,,,,,
,because you told him that uh . ,,,,,,
*LUCY:,(..) No ⌈ no no . ,,,,,,
*DAN:,        ⌊ you know these guys ? ,,,,,,
*LUCY:,I don't know the neighbors . ,,,,,,
*DAN:,&=laugh &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh ⌋ . ,,,,,,
*LUCY:,I don't know those ⌉ ⌈2 people ⌉2 . ,,,,,,
*JOHN:,                     ⌊2 Oh ⌋2 . ,,,,,,
*LUCY:,So ,,,,,,
,&=in all of my immediate neighbors had it done . ,,,,,,
*DAN:,(.) &=in &=lengthened ⌈ Oh: ⌉ . ,,,,,,
*LUCY:,                      ⌊ Except ⌋ for a few that refused . ,,,,,,
*LUCY:,Which I ,,,,,,
,(.) I couldn't understand . ,,,,,,
*JOHN:,(..) Yeah . ,,,,,,
*LUCY:,(.) Why they would refuse . ,,,,,,
*LUCY:,But . ,UI,T4,UI,I2,UNMATCH,I2
*ANNE:,(..) God . ,,,,,,
*ANNE:,(.) That's ridicu⌈lous . ,,,,,,
*LUCY:,                 ⌊ I know ⌋ . ,,,,,,
*ANNE:,I ⌉ would take it . ,,,,,,
*LUCY:,I know it . ,,,,,,
*DAN:,(..) &=in They don't want people investigating their house Annette . ,,,,,,
*DAN:,(..) &=in . ,,,,,,
*JOHN:,(..) Yeah . ,,,,,,
*JOHN:,(..) That or they like the house the way it is . ,,,,,,
*JOHN:,  ⌈ They're just ⌉ . ,,,,,,
*X:,  ⌊ &{l=X Yeah &}l=X ⌋ . ,,,,,,
*LUCY:,(..) No ,,,,,,
,because now (.) they're kicking themselves . ,,,,,,
*LUCY:,(..) There are three or four of them that said ,,,,,,
,&{l=MRC why did we ever refuse &}l=MRC ,,,,,,
,⌊ if we had know:⌋:n . ,,,,,,
*ANNE:,  ⌊ Well ,,,,,,
,I suppose at the ⌋ +/. ,,,,,,
*ANNE:,&=in at ⌈2 the time ʔyou- ⌉2 . ,,,,,,
*LUCY:,        ⌊2 At the time ⌋2 . ,,,,,,
*ANNE:,you think about ,,,,,,
,having all those workme⌈n ⌉ . ,,,,,,
*LUCY:,                       ⌊ Mm⌋: . ,,,,,,
*ANNE:,coming and going in your house ,,,,,,
,and are you home ,,,,,,
,⌈ and all ⌉ that stuff ? ,,,,,,
